codgeo,libgeo,revenu_median
40290,Sarron,20580.0
40291,Saubion,25330.0
40292,Saubrigues,24680.0
40293,Saubusse,22760.0
40294,Saugnac-et-Cambran,23670.0
40295,Saugnac-et-Muret,20580.0
40296,Seignosse,25320.0
40297,Le Sen,19180.0
40298,Serres-Gaston,22180.0
40299,Serreslous-et-Arribans,22690.0
40300,Seyresse,24100.0
40301,Siest,21800.0
40303,Solférino,21240.0
40304,Soorts-Hossegor,29760.0
40305,Sorbets,20810.0
40306,Sorde-l'Abbaye,22650.0
40307,Sore,21280.0
40308,Sort-en-Chalosse,23200.0
40309,Souprosse,22020.0
40310,Soustons,23700.0
40311,Taller,23680.0
40312,Tarnos,23770.0
40313,Tartas,21030.0
40314,Tercis-les-Bains,23830.0
40315,Téthieu,23910.0
40316,Tilh,21540.0
40317,Tosse,25290.0
40318,Toulouzette,20920.0
40319,Trensacq,20930.0
40320,Uchacq-et-Parentis,25390.0
40321,Urgons,21580.0
40322,Uza,23790.0
40323,Vert,23170.0
40324,Vicq-d'Auribat,23220.0
40325,Vielle-Tursan,22790.0
40326,Vielle-Saint-Girons,24080.0
40327,Vielle-Soubiran,20920.0
40328,Vieux-Boucau-les-Bains,22380.0
40329,Le Vignau,21500.0
40330,Villenave,19310.0
40331,Villeneuve-de-Marsan,21330.0
40332,Ychoux,22660.0
40333,Ygos-Saint-Saturnin,21440.0
40334,Yzosse,24620.0
41001,Ambloy,24210.0
41002,Angé,22850.0
41003,Areines,23560.0
41004,Artins,23630.0
41006,Autainville,24090.0
41007,Authon,21410.0
41008,Avaray,24480.0
41009,Averdon,25200.0
41010,Azé,22840.0
41012,Baillou,21610.0
41013,Bauzy,21920.0
41014,Beauchêne,23910.0
41016,Billy,22330.0
41017,Binas,22520.0
41018,Blois,19360.0
41019,Boisseau,21220.0
41020,Bonneveau,21360.0
41022,Bouffry,24110.0
41024,Boursay,21800.0
41025,Bracieux,23370.0
41026,Brévainville,21140.0
41027,Briou,23820.0
41028,Busloup,22670.0
41029,Caé-sur-Beuvron,24550.0
41030,Cellé,22310.0
41031,Cellettes,26300.0
41032,Chailles,25690.0
41034,Chambord,
41035,Champigny-en-Beauce,25370.0
41036,Chaon,22550.0
41037,La Chapelle-Enchérie,23500.0
41038,La Chapelle-Montmartin,21620.0
41039,La Chapelle-Saint-Martin-en-Plaine,23400.0
41040,La Chapelle-Veômoise,25250.0
41041,La Chapelle-Vicomtesse,22500.0
41042,Châteauvieux,21220.0
41043,Châtillon-sur-Cher,21540.0
41044,Châtres-sur-Cher,20960.0
41045,Chaumont-sur-Loire,24330.0
41046,Chaumont-sur-Tharonne,23670.0
41047,La Chaussée-Saint-Victor,24720.0
41048,Chauvigny-du-Perche,21360.0
41049,Chémery,21250.0
41050,Cheverny,25840.0
41051,Chissay-en-Touraine,22580.0
41052,Chitenay,25550.0
41053,Choue,21540.0
41054,Choussy,22020.0
41055,Valloire-sur-Cisse,25210.0
41057,Conan,24840.0
41058,Concriers,24200.0
41059,Le Controis-en-Sologne,22470.0
41060,Cormenon,20230.0
41061,Cormeray,23530.0
41062,Couddes,22550.0
41063,Couffy,22050.0
41065,Coulommiers-la-Tour,23860.0
41066,Courbouzon,24360.0
41067,Cour-Cheverny,25620.0
41068,Courmemin,20410.0
41069,Cour-sur-Loire,27780.0
41070,Vallée-de-Ronsard,22870.0
41071,Crouy-sur-Cosson,23260.0
41072,Crucheray,24680.0
41073,Danzé,20570.0
41074,Dhuizon,21560.0
41075,Droué,20160.0
41077,Épiais,23100.0
41078,Épuisay,21970.0
41079,Les Essarts,
41080,Faverolles-sur-Cher,23160.0
41081,Faye,23500.0
41083,La Ferté-Beauharnais,22370.0
41084,La Ferté-Imbault,23450.0
41085,La Ferté-Saint-Cyr,23880.0
41086,Fontaines-en-Sologne,23040.0
41087,Fontaine-les-Coteaux,23310.0
41088,Fontaine-Raoul,21090.0
41089,La Fontenelle,22980.0
41090,Fortan,24740.0
41091,Fossé,24410.0
41093,Françay,23280.0
41094,Fresnes,23810.0
41095,Fréteval,20870.0
41096,Le Gault-du-Perche,20440.0
41097,Gièvres,20380.0
41098,Gombergean,23960.0
41099,Gy-en-Sologne,23470.0
41100,Les Hayes,25310.0
41101,Herbault,23320.0
41102,Houssay,23980.0
41103,Huisseau-en-Beauce,24230.0
41104,Huisseau-sur-Cosson,25100.0
41105,Josnes,22650.0
41106,Lamotte-Beuvron,22410.0
41107,Lancé,23960.0
41108,Lancôme,24240.0
41109,Laes-le-Gaulois,24680.0
41110,Langon-sur-Cher,22940.0
41112,Lassay-sur-Croisne,24760.0
41113,Lavardin,24710.0
41114,Lestiou,24490.0
41115,Lignières,23430.0
41116,Lisle,23720.0
41118,Loreux,22780.0
41119,Lorges,22280.0
41120,Lunay,23400.0
41121,La Madeleine-Villefrouin,
41122,Maray,20220.0
41123,Marchenoir,21480.0
41124,Marcilly-en-Beauce,24180.0
41125,Marcilly-en-Gault,23440.0
41126,Mareuil-sur-Cher,21970.0
41127,La Marolle-en-Sologne,21950.0
41128,Marolles,24320.0
41129,Maslives,24090.0
41130,Maves,23180.0
41131,Mazangé,25140.0
41132,Méhers,23410.0
41134,Menars,27980.0
41135,Mennetou-sur-Cher,22460.0
41136,Mer,21860.0
41137,Mesla,23120.0
41138,Meslay,25650.0
41139,Meusnes,21830.0
41140,Millançay,22820.0
41141,Moisy,21460.0
41142,Valencisse,26480.0
41143,Mooubleau,20110.0
41144,Monteaux,23500.0
41145,Monthou-sur-Bièvre,24140.0
41146,Monthou-sur-Cher,22750.0
41147,Les Montils,24300.0
41148,Montlivault,23530.0
41149,Montoire-sur-le-Loir,21300.0
41150,Mont-près-Chambord,26150.0
41151,Montrichard Val de Cher,20900.0
41152,Montrieux-en-Sologne,21540.0
41153,Montrouveau,22160.0
41154,Morée,22150.0
41155,Muides-sur-Loire,23880.0
41156,Mulsans,25430.0
41157,Mur-de-Sologne,22650.0
41158,Naveil,24010.0
41159,Neung-sur-Beuvron,22070.0
41160,Neuvy,23570.0
41161,Nouan-le-Fuzelier,21500.0
41163,Nourray,24190.0
41164,Noyers-sur-Cher,21030.0
41166,Oisly,22250.0
41167,Veuzain-sur-Loire,22850.0
41168,Orçay,23750.0
41171,Oucques La Nouvelle,21100.0
41172,Ouzouer-le-Doyen,23000.0
41173,Beauce la Romaine,22110.0
41174,Périgny,23970.0
41175,Pezou,22520.0
41176,Pierrefitte-sur-Sauldre,21600.0
41177,Le Plessis-Dorin,22340.0
41178,Le Plessis-l'Échelle,
41179,Le Poislay,22920.0
41180,Pontlevoy,22010.0
41181,Pouillé,21930.0
41182,Pray,23560.0
41184,Prunay-Cassereau,23300.0
41185,Pruniers-en-Sologne,24200.0
41186,Rahart,26430.0
41187,Renay,24380.0
41188,Rhodon,22640.0
41189,Rilly-sur-Loire,23060.0
41190,Rocé,22710.0
41191,Roches,
41192,Les Roches-l'Évêque,20140.0
41193,Romilly,19380.0
41194,Romorantin-Lanthenay,20810.0
41195,Rougeou,22800.0
41196,Ruan-sur-Egvonne,
41198,Saint-Aignan,20290.0
41199,Saint-Ama-Longpré,23030.0
41200,Sainte-Anne,27750.0
41201,Saint-Arnoult,21490.0
41203,Saint-Bohaire,24600.0
41204,Saint-Claude-de-Diray,26020.0
41205,Saint-Cyr-du-Gault,24740.0
41206,Saint-Denis-sur-Loire,26890.0
41207,Saint-Dyé-sur-Loire,24320.0
41208,Saint-Étienne-des-Guérets,24490.0
41209,Saint-Firmin-des-Prés,23410.0
41211,Saint-Georges-sur-Cher,23160.0
41212,Saint-Gervais-la-Forêt,25540.0
41213,Saint-Gourgon,22680.0
41214,Saint-Hilaire-la-Gravelle,20970.0
41215,Saint-Jacques-des-Guérets,21860.0
41216,Saint-Jean-Froidmentel,22960.0
41217,Saint-Julien-de-Chédon,23340.0
41218,Saint-Julien-sur-Cher,22480.0
41219,Saint-Laurent-des-Bois,21980.0
41220,Saint-Laurent-Nouan,24010.0
41221,Saint-Léonard-en-Beauce,21480.0
41222,Saint-Loup,21790.0
41223,Saint-Lubin-en-Vergonnois,25410.0
41224,Saint-Marc-du-Cor,22760.0
41225,Saint-Martin-des-Bois,22330.0
41226,Saint-Ouen,23240.0
41228,Saint-Rimay,23210.0
41229,Saint-Romain-sur-Cher,21560.0
41230,Saint-Sulpice-de-Pommeray,24530.0
41231,Saint-Viâtre,21930.0
41232,Salbris,21590.0
41233,Sambin,22070.0
41234,Santenay,24800.0
41235,Sargé-sur-Braye,21380.0
41236,Sasnières,
41237,Sassay,22400.0
41238,Savigny-sur-Braye,21070.0
41239,Seigy,21990.0
41241,Selles-Saint-Denis,22160.0
41242,Selles-sur-Cher,19930.0
41243,Selommes,23130.0
41245,Séris,22630.0
41246,Seur,25870.0
41247,Soings-en-Sologne,22200.0
41248,Couëtron-au-Perche,22360.0
41249,Souesmes,21850.0
41250,Sougé,22680.0
41251,Souvigny-en-Sologne,22950.0
41252,Suèvres,23870.0
41253,Talcy,22060.0
41254,Le Temple,22840.0
41255,Ternay,22000.0
41256,Theillay,22220.0
41258,Thésée,22400.0
41259,Thoré-la-Rochette,22130.0
41260,Thoury,23410.0
41261,Tourailles,24450.0
41262,Tour-en-Sologne,25630.0
41265,Troo,22480.0
41266,Valaire,
41267,Vallières-les-Graes,22550.0
41268,Veilleins,24830.0
41269,Veôme,21030.0
41271,Vernou-en-Sologne,20540.0
41273,Vievy-le-Rayé,21500.0
41274,Villavard,23000.0
41275,La Ville-aux-Clercs,21330.0
41276,Villebarou,24320.0
41277,Villebout,21740.0
41278,Villechauve,23750.0
41279,Villedieu-le-Château,22540.0
41280,Villefranche-sur-Cher,22900.0
41281,Villefrancœur,24600.0
41282,Villeherviers,23750.0
41283,Villemardy,24280.0
41284,Villeneuve-Frouville,
41285,Villeny,23200.0
41286,Villeporcher,22910.0
41287,Villerable,25810.0
41288,Villerbon,25680.0
41289,Villermain,22940.0
41290,Villeromain,25170.0
41291,Villetrun,24750.0
41292,Villexanton,26720.0
41293,Villiersfaux,23380.0
41294,Villiers-sur-Loir,26850.0
41295,Vineuil,24530.0
41296,Vouzon,24090.0
41297,Yvoy-le-Marron,23840.0
42001,Aboën,23450.0
42002,Ailleux,21430.0
42003,Ambierle,22250.0
42005,Arézieux-Bouthéon,22200.0
42006,Apinac,20230.0
42007,Arcinges,22400.0
42008,Arcon,17840.0
42009,Arthun,22570.0
42010,Aveizieux,25590.0
42011,Balbigny,21020.0
42012,Bard,24550.0
42013,Bellegarde-en-Forez,23510.0
42014,Belleroche,21650.0
42015,Belmont-de-la-Loire,21760.0
42016,La Bénisson-Dieu,21860.0
42017,Le Bessat,25170.0
42018,Bessey,24840.0
42019,Boën-sur-Lignon,19810.0
42020,Boisset-lès-Montro,24800.0
42021,Boisset-Saint-Priest,24240.0
42022,Bonson,23020.0
42023,Bourg-Argental,21940.0
42025,Boyer,24290.0
42026,Briennon,23000.0
42027,Bully,22390.0
42028,Burdignes,19950.0
42029,Bussières,21690.0
42030,Bussy-Albieux,20350.0
42031,Caloire,29190.0
42032,Cellieu,26190.0
42033,Le Cergne,24150.0
42034,Cervières,
42035,Cezay,21330.0
42036,Chagnon,25240.0
42037,Chalain-d'Uzore,25150.0
42038,Chalain-le-Comtal,24030.0
42039,Chalmazel-Jeansagnière,18760.0
42040,La Chamba,
42041,Chambéon,23220.0
42042,Chambles,27140.0
42043,Chambœuf,27920.0
42044,Le Chambon-Feugerolles,18610.0
42045,La Chambonie,
42046,Champdieu,23940.0
42047,Champoly,21100.0
42048,Chaon,22970.0
42049,Changy,21430.0
42050,La Chapelle-en-Lafaye,21350.0
42051,La Chapelle-Villars,26280.0
42052,Charlieu,20420.0
42053,Châteauneuf,26200.0
42054,Châtelneuf,23480.0
42055,Châtelus,24330.0
42056,Chavanay,24760.0
42058,Chazelles-sur-Lavieu,22090.0
42059,Chazelles-sur-Lyon,21810.0
42060,Chenereilles,24550.0
42061,Cherier,19350.0
42062,Chevrières,23420.0
42063,Chirassimont,22760.0
42064,Chuyer,26590.0
42065,Civens,25340.0
42066,Cleppé,23710.0
42067,Colombier,22310.0
42068,Combre,23370.0
42069,Commelle-Vernay,24710.0
42070,Cordelle,22350.0
42071,Le Coteau,20710.0
42072,La Côte-en-Couzan,
42073,Cottance,21560.0
42074,Coutouvre,22660.0
42075,Craintilleux,25200.0
42076,Cremeaux,21280.0
42077,Croizet-sur-Ga,21240.0
42078,Le Crozet,21410.0
42079,Cuinzier,21780.0
42081,Cuzieu,25290.0
42083,Dargoire,27540.0
42084,Débats-Rivière-d'Orpra,22510.0
42085,Doizieux,24650.0
42086,Écoche,22340.0
42087,Écotay-l'Olme,28340.0
42088,Épercieux-Saint-Paul,22570.0
42089,Essertines-en-Châtelneuf,25270.0
42090,Essertines-en-Donzy,22850.0
42091,Estivareilles,22220.0
42092,L'Étrat,27460.0
42093,Farnay,28690.0
42094,Feurs,20980.0
42095,Firminy,19020.0
42096,Fontanès,23590.0
42097,La Fouillouse,26800.0
42098,Fourneaux,22020.0
42099,Fraisses,23530.0
42100,La Gimo,22910.0
42101,Graix,20770.0
42102,Grammo,23010.0
42103,La Gra-Croix,21280.0
42104,La Gresle,22640.0
42105,Grézieux-le-Fromental,24080.0
42106,Grézolles,21430.0
42107,Gumières,22250.0
42108,L'Hôpital-le-Gra,24440.0
42109,L'Hôpital-sous-Rochefort,19660.0
42110,L'Horme,21200.0
42112,Jarnosse,22950.0
42113,Jas,22800.0
42115,Jonzieux,23810.0
42116,Juré,21020.0
42117,Lavieu,22770.0
42118,Lay,22450.0
42119,Leigneux,20840.0
42120,Lentigny,23910.0
42121,Lérigneux,22840.0
42122,Lézigneux,26250.0
42123,Lorette,21450.0
42124,Lupé,24780.0
42125,Luré,21130.0
42126,Luriecq,23100.0
42127,Mably,21680.0
42128,Machézal,21010.0
42129,Maclas,23600.0
42130,Magneux-Haute-Rive,24100.0
42131,Maizilly,20870.0
42132,Malleval,25740.0
42133,Marcenod,24500.0
42134,Marcilly-le-Châtel,23650.0
42135,Marclopt,26760.0
42136,Marcoux,22740.0
42137,Margerie-Chantagret,23750.0
42138,Maringes,22430.0
42139,Marlhes,24990.0
42140,Marols,23700.0
42141,Mars,22040.0
42142,Merle-Leignec,22690.0
42143,Mizérieux,25430.0
42145,Montagny,22250.0
42146,Montarcher,
42147,Montbrison,22210.0
42148,Montchal,20980.0
42149,Montro-les-Bains,23730.0
42150,Montverdun,22750.0
42151,Morna-en-Forez,21750.0
42152,Naax,22890.0
42153,Neaux,21930.0
42154,Néroe,21380.0
42155,Nervieux,22920.0
42156,Neulise,22010.0
42157,Noailly,22260.0
42158,Les Noës,20940.0
42159,Noirétable,21330.0
42160,Nollieux,22370.0
42161,Notre-Dame-de-Boisset,27820.0
42162,Ouches,23330.0
42163,La Pacaudière,20260.0
42164,Palogneux,
42165,Panissières,21930.0
42166,Parigny,23820.0
42167,Pavezin,24130.0
42168,Pélussin,23860.0
42169,Périgneux,24340.0
42170,Perreux,24820.0
42171,Pinay,21120.0
42172,Planfoy,27480.0
42173,Pommiers-en-Forez,21630.0
42174,Poncins,25050.0
42175,Pouilly-lès-Feurs,23450.0
42176,Pouilly-les-Nonains,23440.0
42177,Pouilly-sous-Charlieu,21400.0
42178,Pradines,24360.0
42179,Pralong,26440.0
42180,Précieux,23750.0
42181,Régny,19930.0
42182,Renaison,23970.0
42183,La Ricamarie,17020.0
42184,Riorges,22360.0
42185,Rivas,28270.0
42186,Rive-de-Gier,19320.0
42187,Roanne,18930.0
42188,Roche,18430.0
42189,Roche-la-Molière,22590.0
42191,Roisey,24380.0
42192,Rozier-Côtes-d'Aurec,22560.0
42193,Rozier-en-Donzy,22620.0
42194,Sail-les-Bains,17960.0
42195,Sail-sous-Couzan,20390.0
42196,Sainte-Agathe-en-Donzy,21690.0
42197,Sainte-Agathe-la-Bouteresse,21900.0
42198,Saint-Alban-les-Eaux,24210.0
42199,Saint-Aré-d'Apchon,24590.0
42200,Saint-Aré-le-Puy,23630.0
42201,Saint-Appolinard,24710.0
42202,Saint-Barthélemy-Lestra,22140.0
42203,Saint-Bonnet-des-Quarts,20830.0
42204,Saint-Bonnet-le-Château,19930.0
42205,Saint-Bonnet-le-Courreau,20150.0
42206,Saint-Bonnet-les-Oules,31840.0
42207,Saint-Chamo,20330.0
42208,Saint-Christo-en-Jarez,24420.0
42209,Sainte-Colombe-sur-Ga,21640.0
42210,Sainte-Croix-en-Jarez,24000.0
42211,Saint-Cyprien,24580.0
42212,Saint-Cyr-de-Favières,23910.0
42213,Saint-Cyr-de-Valorges,22250.0
42214,Saint-Cyr-les-Vignes,25980.0
42215,Saint-Denis-de-Cabanne,21430.0
42216,Saint-Denis-sur-Coise,22920.0
42217,Saint-Didier-sur-Rochefort,18650.0
42218,Saint-Étienne,19010.0
42219,Saint-Étienne-le-Molard,23270.0
42220,Saint-Forgeux-Lespinasse,21980.0
42221,Sainte-Foy-Saint-Sulpice,22800.0
42222,Saint-Galmier,26680.0
42223,Saint-Genest-Lerpt,24970.0
42224,Saint-Genest-Malifaux,25430.0
42225,Genilac,25220.0
42226,Saint-Georges-de-Baroille,22410.0
42227,Saint-Georges-en-Couzan,19970.0
42228,Saint-Georges-Haute-Ville,23420.0
42229,Saint-Germain-la-Montagne,21750.0
42230,Saint-Germain-Laval,20810.0
42231,Saint-Germain-Lespinasse,22090.0
42232,Saint-Haon-le-Châtel,22860.0
42233,Saint-Haon-le-Vieux,25390.0
42234,Saint-Héa,25650.0
42235,Saint-Hilaire-Cusson-la-Valmitte,21240.0
42236,Saint-Hilaire-sous-Charlieu,22820.0
42237,Saint-Jean-Bonnefos,23950.0
42238,Saint-Jean-la-Vêtre,20040.0
42239,Saint-Jean-Saint-Maurice-sur-Loire,23510.0
42240,Saint-Jean-Soleymieux,22030.0
42241,Saint-Jodard,21240.0
42242,Saint-Joseph,25430.0
42243,Saint-Julien-d'Oddes,22310.0
42245,Vêtre-sur-Anzon,19230.0
42246,Saint-Julien-Molin-Molette,21190.0
42247,Saint-Just-en-Bas,20410.0
42248,Saint-Just-en-Chevalet,20270.0
42249,Saint-Just-la-Peue,21240.0
42251,Saint-Laurent-la-Conche,23250.0
42252,Saint-Laurent-Rochefort,20560.0
42253,Saint-Léger-sur-Roanne,23810.0
42254,Saint-Marcel-de-Félines,22500.0
42255,Saint-Marcel-d'Urfé,19360.0
42256,Saint-Marcellin-en-Forez,23780.0
42257,Saint-Martin-d'Estréaux,19070.0
42259,Saint-Martin-la-Plaine,25630.0
42260,Saint-Martin-la-Sauveté,21890.0
42261,Saint-Martin-Lestra,21800.0
42262,Saint-Maurice-en-Gourgois,24080.0
42264,Saint-Médard-en-Forez,25220.0
42265,Saint-Michel-sur-Rhône,26840.0
42266,Saint-Nizier-de-Fornas,24360.0
42267,Saint-Nizier-sous-Charlieu,24450.0
42268,Vézelin-sur-Loire,22200.0
42269,Saint-Paul-d'Uzore,27770.0
42270,Saint-Paul-en-Cornillon,27970.0
42271,Saint-Paul-en-Jarez,23630.0
42272,Saint-Pierre-de-Bœuf,24720.0
42273,Saint-Pierre-la-Noaille,22720.0
42274,Saint-Polgues,21290.0
42275,Saint-Priest-en-Jarez,25120.0
42276,Saint-Priest-la-Prugne,20430.0
42277,Saint-Priest-la-Roche,23990.0
42278,Saint-Priest-la-Vêtre,20660.0
42279,Saint-Just-Saint-Rambert,26190.0
42280,Saint-Régis-du-Coin,22220.0
42281,Saint-Rira,17970.0
42282,Saint-Romain-d'Urfé,19890.0
42283,Saint-Romain-en-Jarez,24250.0
42284,Saint-Romain-la-Motte,24040.0
42285,Saint-Romain-le-Puy,23500.0
42286,Saint-Romain-les-Atheux,24840.0
42287,Saint-Sauveur-en-Rue,21340.0
42288,Saint-Sixte,21520.0
42289,Saint-Symphorien-de-Lay,22130.0
42290,Saint-Thomas-la-Garde,25340.0
42293,Saint-Victor-sur-Rhins,22600.0
42294,Saint-Vincent-de-Boisset,27130.0
42295,Les Salles,22110.0
42296,Salt-en-Donzy,23680.0
42297,Salvizinet,26760.0
42298,Sauvain,19560.0
42299,Savigneux,23520.0
42300,Sevelinges,23070.0
42301,Soleymieux,22340.0
42302,Sorbiers,25720.0
42303,Souternon,20930.0
42304,Sury-le-Comtal,21570.0
42305,La Talaudière,23700.0
42306,Tarentaise,26320.0
42307,Tartaras,25780.0
42308,La Terrasse-sur-Dorlay,23310.0
42310,Thélis-la-Combe,23280.0
42311,La Tour-en-Jarez,30650.0
42312,La Tourette,24260.0
42313,Trelins,23070.0
42314,La Tuilière,19980.0
42315,Unias,24630.0
42316,Unieux,22060.0
42317,Urbise,19350.0
42318,Usson-en-Forez,20770.0
42319,Valeille,23430.0
42320,Valfleury,23260.0
42321,La Valla-sur-Rochefort,
42322,La Valla-en-Gier,23150.0
42323,Veauche,24910.0
42324,Veauchette,25070.0
42325,Veranges,22550.0
42326,Véranne,24670.0
42327,Vérin,26600.0
42328,Verrières-en-Forez,22970.0
42329,La Versanne,22460.0
42330,Villars,23540.0
42331,Villemontais,23680.0
42332,Villerest,24840.0
42333,Villers,22030.0
42334,Violay,22060.0
42335,Viricelles,23620.0
42336,Virigneux,23290.0
42337,Vivans,21460.0
42338,Vougy,23760.0
42339,Chausseterre,20400.0
43001,Agnat,21220.0
43002,Aiguilhe,25320.0
43003,Allègre,19720.0
43004,Alleyrac,17200.0
43005,Alleyras,18740.0
43006,Ally,18960.0
43007,Araules,21680.0
43008,Arlempdes,20760.0
43009,Arlet,
43010,Arsac-en-Velay,23170.0
43011,Aubazat,22320.0
43012,Aurec-sur-Loire,23200.0
43013,Vissac-Auteyrac,22260.0
43014,Autrac,
43015,Auvers,
43016,Auzon,21710.0
43017,Azérat,21770.0
43018,Bains,22230.0
43019,Barges,
43020,Bas-en-Basset,23380.0
43021,Beaulieu,22380.0
43022,Beaumont,21410.0
43023,Beaune-sur-Arzon,19930.0
43024,Beaux,21250.0
43025,Beauzac,23110.0
43026,Bellevue-la-Montagne,20520.0
43027,Berbezit,
43028,Bessamorel,23840.0
43029,La Besseyre-Saint-Mary,
43030,Blanzac,23010.0
43031,Blassac,20170.0
43032,Blavozy,24490.0
43033,Blesle,19540.0
43034,Boisset,20440.0
43035,Bonneval,
43036,Borne,22370.0
43037,Le Bouchet-Saint-Nicolas,19370.0
43038,Bournoncle-Saint-Pierre,21230.0
43039,Le Brignon,19960.0
43040,Brioude,20340.0
43041,Brives-Charensac,20830.0
43042,Cayres,20840.0
43043,Céaux-d'Allègre,21580.0
43044,Cerzat,20210.0
43045,Ceyssac,22960.0
43046,Chadrac,22440.0
43047,Chadron,21460.0
43048,La Chaise-Dieu,21550.0
43049,Chamalières-sur-Loire,21030.0
43050,Chambezon,17890.0
43051,Le Chambon-sur-Lignon,21030.0
43052,Champagnac-le-Vieux,18730.0
43053,Champclause,16430.0
43054,Chanaleilles,19430.0
43055,Chaniat,20840.0
43056,Chanteuges,21430.0
43057,La Chapelle-Bertin,
43058,La Chapelle-d'Aurec,26060.0
43059,La Chapelle-Geneste,17560.0
43060,Charraix,
43061,Chaspinhac,24470.0
43062,Chaspuzac,23170.0
43063,Chassagnes,20350.0
43064,Chassignolles,
43065,Chastel,15570.0
43066,Chaudeyrolles,
43067,Chavaniac-Lafayette,22730.0
43068,Chazelles,
43069,Chenereilles,19740.0
43070,Chilhac,19720.0
43071,Chomelix,21140.0
43072,La Chomette,19980.0
43073,Cistrières,20410.0
43074,Cohade,22150.0
43075,Collat,
43076,Connangles,17590.0
43077,Costaros,20800.0
43078,Coubon,24440.0
43079,Couteuges,21820.0
43080,Craponne-sur-Arzon,20800.0
43082,Cronce,
43083,Cubelles,21280.0
43084,Cussac-sur-Loire,23410.0
43085,Desges,
43086,Domeyrat,21280.0
43087,Dunières,21630.0
43088,Espalem,20390.0
43089,Espaly-Saint-Marcel,22610.0
43090,Esplantas-Vazeilles,18300.0
43091,Les Estables,20100.0
43092,Fay-sur-Lignon,20110.0
43093,Félines,20180.0
43094,Ferrussac,
43095,Fix-Saint-Geneys,20070.0
43096,Fontannes,21570.0
43097,Freycenet-la-Cuche,15460.0
43098,Freycenet-la-Tour,17700.0
43099,Frugerès-les-Mines,21450.0
43100,Frugières-le-Pin,19670.0
43101,Goudet,
43102,Grazac,22560.0
43103,Grenier-Montgon,19250.0
43104,Grèzes,17760.0
43105,Javaugues,22270.0
43106,Jax,18360.0
43107,Josat,
43108,Jullianges,20980.0
43109,Lafarre,
43110,Lamothe,22920.0
43111,Laos,19420.0
43112,Langeac,20720.0
43113,Lantriac,22730.0
43114,Lapte,21610.0
43115,Laussonne,21260.0
43116,Laval-sur-Doulon,
43117,Lavaudieu,22580.0
43118,Lavoûte-Chilhac,20150.0
43119,Lavoûte-sur-Loire,21230.0
43120,Lempdes-sur-Allagnon,20600.0
43121,Léotoing,21300.0
43122,Lissac,21800.0
43123,Lorlanges,22860.0
43124,Loudes,22080.0
43125,Lubilhac,
43126,Malrevers,22500.0
43127,Malvalette,24460.0
43128,Malvières,18580.0
43129,Le Mas-de-Tence,22150.0
43130,Mazet-Saint-Voy,20940.0
43131,Mazerat-Aurouze,19770.0
43132,Mazeyrat-d'Allier,22020.0
43133,Mercœur,18140.0
43134,Mézères,20640.0
43135,Le Monastier-sur-Gazeille,21430.0
43136,Monistrol-d'Allier,19530.0
43137,Monistrol-sur-Loire,24070.0
43138,Monlet,21360.0
43139,Montclard,
43140,Le Monteil,23770.0
43141,Montfaucon-en-Velay,21430.0
43142,Montregard,21910.0
43143,Montusclat,19020.0
43144,Moudeyres,19200.0
43145,Ouides,
43147,Paulhac,23540.0
43148,Paulhaguet,20380.0
43149,Pébrac,17560.0
43150,Le Pertuis,22170.0
43151,Pinols,19580.0
43152,Polignac,25310.0
43153,Pont-Salomon,22140.0
43154,Pradelles,20920.0
43155,Prades,
43156,Présailles,19020.0
43157,Le Puy-en-Velay,20480.0
43158,Queyrières,21940.0
43159,Raucoules,21340.0
43160,Rauret,19410.0
43162,Retournac,21280.0
43163,Riotord,22330.0
43164,Roche-en-Régnier,20450.0
43165,Rosières,21400.0
43166,Saint-Aré-de-Chalencon,22140.0
43167,Saint-Arcons-d'Allier,20150.0
43168,Saint-Arcons-de-Barges,15630.0
43169,Saint-Austremoine,
43170,Saint-Beauzire,21970.0
43171,Saint-Bérain,23820.0
43172,Saint-Bonnet-le-Froid,20090.0
43173,Saint-Christophe-d'Allier,
43174,Saint-Christophe-sur-Dolaison,22130.0
43175,Saint-Cirgues,21170.0
43177,Saint-Didier-en-Velay,23510.0
43178,Saint-Didier-sur-Doulon,18040.0
43180,Saint-Étienne-du-Vigan,
43181,Saint-Étienne-Lardeyrol,23580.0
43182,Saint-Étienne-sur-Blesle,
43183,Sainte-Eugénie-de-Villeneuve,20250.0
43184,Saint-Ferréol-d'Auroure,25340.0
43185,Sainte-Florine,20570.0
43186,Saint-Front,20940.0
43187,Saint-Geneys-près-Saint-Paulien,22270.0
43188,Saint-Georges-d'Aurac,20180.0
43189,Saint-Georges-Lagricol,20760.0
43190,Saint-Germain-Laprade,24400.0
43191,Saint-Géron,25280.0
43192,Saint-Haon,17830.0
43193,Saint-Hilaire,20850.0
43194,Saint-Hostien,22490.0
43195,Saint-Ilpize,21280.0
43196,Saint-Jean-d'Aubrigoux,21450.0
43197,Saint-Jean-de-Nay,18640.0
43198,Saint-Jean-Lachalm,18120.0
43199,Saint-Jeures,21720.0
43200,Saint-Julien-Chapteuil,22830.0
43201,Saint-Julien-d'Ance,20540.0
43202,Saint-Julien-des-Chazes,
43203,Saint-Julien-du-Pinet,22590.0
43204,Saint-Julien-Molhesabate,19120.0
43205,Saint-Just-Malmont,23160.0
43206,Saint-Just-près-Brioude,21300.0
