codgeo,libgeo,revenu_median
06082,Massoins,23030.0
06083,Menton,22590.0
06084,Mouans-Sartoux,27840.0
06085,Mougins,27390.0
06086,Moulinet,20200.0
06087,Les Mujouls,
06088,Nice,21570.0
06089,Opio,32040.0
06090,Pégomas,25540.0
06091,Peille,23860.0
06092,Peillon,25440.0
06093,La Penne,20130.0
06094,Péone,21230.0
06095,Peymeinade,25440.0
06096,Pierlas,
06097,Pierrefeu,23010.0
06098,Puget-Rostang,21620.0
06099,Puget-Théniers,21230.0
06100,Revest-les-Roches,20720.0
06101,Rigaud,21190.0
06102,Rimplas,
06103,Roquebillière,21340.0
06104,Roquebrune-Cap-Martin,25330.0
06105,Roquefort-les-Pins,34070.0
06106,Roquestéron,20390.0
06107,La Roque-en-Provence,
06108,La Roquette-sur-Siagne,27510.0
06109,La Roquette-sur-Var,23460.0
06110,Roubion,17360.0
06111,Roure,
06112,Le Rouret,30650.0
06113,Sainte-Agnès,26740.0
06114,Saint-Aré-de-la-Roche,22450.0
06115,Saint-Antonin,
06116,Saint-Auban,21340.0
06117,Saint-Blaise,26960.0
06118,Saint-Cézaire-sur-Siagne,25200.0
06119,Saint-Dalmas-le-Selvage,
06120,Saint-Étienne-de-Tinée,23970.0
06121,Saint-Jean-Cap-Ferrat,25340.0
06122,Saint-Jeannet,27840.0
06123,Saint-Laurent-du-Var,24360.0
06124,Saint-Léger,
06125,Saint-Martin-d'Entraunes,
06126,Saint-Martin-du-Var,24210.0
06127,Saint-Martin-Vésubie,21270.0
06128,Saint-Paul-de-Vence,29400.0
06129,Saint-Sauveur-sur-Tinée,22120.0
06130,Saint-Vallier-de-Thiey,25090.0
06131,Sallagriffon,
06132,Saorge,17390.0
06133,Sauze,
06134,Séranon,19730.0
06135,Sigale,21680.0
06136,Sospel,22500.0
06137,Spéracèdes,27400.0
06138,Théoule-sur-Mer,24420.0
06139,Thiéry,
06140,Le Tignet,26460.0
06141,Toudon,22040.0
06142,Touët-de-l'Escarène,22260.0
06143,Touët-sur-Var,21910.0
06144,La Tour,21370.0
06145,Tourette-du-Château,23360.0
06146,Tournefort,24490.0
06147,Tourrette-Levens,26240.0
06148,Tourrettes-sur-Loup,27570.0
06149,La Trinité,22350.0
06150,La Turbie,29600.0
06151,Utelle,22120.0
06152,Valbonne,29220.0
06153,Valdeblore,20870.0
06154,Valderoure,18960.0
06155,Vallauris,22180.0
06156,Venanson,19100.0
06157,Vence,25120.0
06158,Villars-sur-Var,21560.0
06159,Villefranche-sur-Mer,26690.0
06160,Villeneuve-d'Entraunes,
06161,Villeneuve-Loubet,26260.0
06162,La Brigue,19000.0
06163,Tee,21070.0
07001,Accons,23310.0
07002,Ailhon,22830.0
07003,Aizac,19890.0
07004,Ajoux,
07005,Alba-la-Romaine,22860.0
07006,Albon-d'Ardèche,16110.0
07007,Alboussière,21030.0
07008,Alissas,24810.0
07009,Aance,21200.0
07010,Annonay,19880.0
07011,Vallées-d'Antraigues-Asperjoc,19910.0
07012,Arcens,19100.0
07013,Ardoix,22290.0
07014,Arlebosc,20420.0
07015,Arras-sur-Rhône,21160.0
07017,Les Assions,22260.0
07018,Astet,
07019,Aubenas,19710.0
07020,Aubignas,22610.0
07022,Baix,22850.0
07023,Balazuc,22210.0
07024,Banne,20970.0
07025,Barnas,17680.0
07026,Le Béage,16670.0
07027,Beauchastel,22430.0
07028,Beaulieu,19420.0
07029,Beaumont,13660.0
07030,Beauvène,19320.0
07031,Berrias-et-Casteljau,21260.0
07032,Berzème,20220.0
07033,Bessas,19950.0
07034,Bidon,23870.0
07035,Boffres,20790.0
07036,Bogy,24300.0
07037,Borée,18000.0
07038,Borne,
07039,Bozas,20030.0
07040,Boucieu-le-Roi,21680.0
07041,Boulieu-lès-Annonay,23090.0
07042,Bourg-Saint-Aéol,20350.0
07044,Brossainc,22210.0
07045,Burzet,18990.0
07047,Cellier-du-Luc,
07048,Chalencon,19010.0
07049,Le Chambon,
07050,Chambonas,20920.0
07051,Champagne,22810.0
07052,Champis,21900.0
07053,Chaolas,21190.0
07054,Chanéac,21470.0
07055,Charmes-sur-Rhône,24370.0
07056,Charnas,23760.0
07058,Chassiers,22310.0
07059,Châteaubourg,26200.0
07060,Châteauneuf-de-Vernoux,21250.0
07061,Chauzon,22530.0
07062,Chazeaux,19010.0
07063,Cheminas,20860.0
07064,Le Cheylard,21880.0
07065,Chirols,20070.0
07066,Chomérac,23820.0
07067,Colombier-le-Cardinal,25460.0
07068,Colombier-le-Jeune,21490.0
07069,Colombier-le-Vieux,20410.0
07070,Cornas,24510.0
07071,Coucouron,20350.0
07072,Coux,24650.0
07073,Le Crestet,21510.0
07074,Creysseilles,25590.0
07075,Cros-de-Géora,15820.0
07076,Cruas,22970.0
07077,Darbres,19770.0
07078,Davézieux,23670.0
07079,Désaignes,19470.0
07080,Devesset,19900.0
07081,Dompnac,
07082,Dornas,20970.0
07083,Dunière-sur-Eyrieux,21840.0
07084,Eclassan,23380.0
07085,Empurany,18950.0
07086,Étables,21900.0
07087,Fabras,20980.0
07088,Faugères,19320.0
07089,Félines,25570.0
07090,Flaviac,22320.0
07091,Fons,24010.0
07092,Freyssenet,
07093,Genestelle,16430.0
07094,Gilhac-et-Bruzac,22200.0
07095,Gilhoc-sur-Ormèze,19730.0
07096,Gluiras,20870.0
07097,Glun,23100.0
07098,Gourdon,
07099,Gras,22750.0
07100,Gravières,19940.0
07101,Grospierres,20270.0
07102,Guilhera-Granges,24110.0
07103,Saint-Julien-d'Intres,20960.0
07104,Issamoulenc,
07105,Issanlas,18880.0
07106,Issarlès,19820.0
07107,Jaujac,21110.0
07108,Jaunac,22680.0
07109,Joannas,19750.0
07110,Joyeuse,20160.0
07111,Juvinas,20660.0
07112,Labastide-sur-Bésorgues,20360.0
07113,Labastide-de-Virac,23080.0
07114,Labatie-d'Aaure,17160.0
07115,Labeaume,25090.0
07116,Labégude,18390.0
07117,Lablachère,21130.0
07118,Laboule,18780.0
07119,Le Lac-d'Issarlès,17780.0
07120,Lachamp-Raphaël,
07121,Lachapelle-Graillouse,20350.0
07122,Lachapelle-sous-Aubenas,22960.0
07123,Lachapelle-sous-Chanéac,19780.0
07124,Lafarre,
07126,Lagorce,20960.0
07127,Lalevade-d'Ardèche,18260.0
07128,Lalouvesc,20310.0
07129,Lamastre,19750.0
07130,Lanarce,22850.0
07131,Lanas,21190.0
07132,Largentière,18410.0
07133,Larnas,21680.0
07134,Laurac-en-Vivarais,20390.0
07136,Laveyrune,
07137,Lavillatte,
07138,Lavilledieu,22530.0
07139,Laviolle,19750.0
07140,Lemps,22880.0
07141,Lentillères,19140.0
07142,Lespéron,21900.0
07143,Limony,23460.0
07144,Loubaresse,
07145,Lussas,23940.0
07146,Lyas,24550.0
07147,Malarce-sur-la-Thines,14100.0
07148,Malbosc,17610.0
07149,Marcols-les-Eaux,20840.0
07150,Mariac,22990.0
07151,Mars,17900.0
07152,Mauves,23280.0
07153,Mayres,19540.0
07154,Mazan-l'Abbaye,16970.0
07155,Mercuer,23970.0
07156,Meyras,20200.0
07157,Meysse,22820.0
07158,Mézilhac,18620.0
07159,Mirabel,23280.0
07160,Monestier,
07161,Montpezat-sous-Bauzon,20210.0
07162,Montréal,22820.0
07163,Montselgues,
07165,Belsentes,19570.0
07166,Nozières,16940.0
07167,Les Ollières-sur-Eyrieux,22000.0
07168,Orgnac-l'Aven,21910.0
07169,Ozon,22230.0
07170,Pailharès,18920.0
07171,Payzac,20440.0
07172,Peaugres,24770.0
07173,Péreyres,
07174,Peyraud,22460.0
07175,Le Plagnal,
07176,Planzolles,19330.0
07177,Plats,23420.0
07178,Pont-de-Labeaume,18560.0
07179,Pourchères,25400.0
07181,Le Pouzin,19680.0
07182,Prades,21990.0
07183,Pradons,21670.0
07184,Pranles,22390.0
07185,Préaux,22320.0
07186,Privas,20510.0
07187,Prunet,20190.0
07188,Quintenas,22210.0
07189,Ribes,21300.0
07190,Rochecolombe,23090.0
07191,Rochemaure,24000.0
07192,Rochepaule,17570.0
07193,Rocher,21230.0
07194,Rochessauve,21550.0
07195,La Rochette,
07196,Rocles,18360.0
07197,Roiffieux,24140.0
07198,Rompon,24210.0
07199,Rosières,20610.0
07200,Le Roux,
07201,Ruoms,21260.0
07202,Sablières,16540.0
07203,Sagnes-et-Goudoulet,
07204,Saint-Agrève,20580.0
07205,Saint-Alban-d'Ay,22660.0
07206,Saint-Alban-en-Montagne,
07207,Saint-Alban-Auriolles,22240.0
07208,Saint-Aéol-de-Berg,22530.0
07209,Saint-Aéol-de-Fourchades,
07210,Saint-Aéol-de-Vals,20690.0
07211,Saint-Aré-de-Cruzières,20300.0
07212,Saint-Aré-en-Vivarais,18560.0
07213,Saint-Aré-Lachamp,17410.0
07214,Saint-Apollinaire-de-Rias,17750.0
07215,Saint-Barthélemy-le-Meil,19490.0
07216,Saint-Barthélemy-Grozon,19450.0
07217,Saint-Barthélemy-le-Plain,21300.0
07218,Saint-Basile,21290.0
07219,Saint-Bauzile,24660.0
07220,Saint-Christol,19320.0
07221,Saint-Cierge-la-Serre,20030.0
07222,Saint-Cierge-sous-le-Cheylard,26140.0
07223,Saint-Cirgues-de-Prades,19840.0
07224,Saint-Cirgues-en-Montagne,16860.0
07225,Saint-Clair,26560.0
07226,Saint-Clément,
07227,Saint-Cyr,24050.0
07228,Saint-Désirat,22910.0
07229,Saint-Didier-sous-Aubenas,21870.0
07230,Saint-Étienne-de-Boulogne,21420.0
07231,Saint-Étienne-de-Fontbellon,22830.0
07232,Saint-Étienne-de-Lugdarès,19090.0
07233,Saint-Étienne-de-Serre,18910.0
07234,Saint-Étienne-de-Valoux,20570.0
07235,Sainte-Eulalie,18790.0
07236,Saint-Félicien,21220.0
07237,Saint-Fortunat-sur-Eyrieux,22370.0
07238,Saint-Genest-de-Beauzon,21080.0
07239,Saint-Genest-Lachamp,19200.0
07240,Saint-Georges-les-Bains,25800.0
07241,Saint-Germain,21990.0
07242,Saint-Gineys-en-Coiron,20880.0
07243,Saint-Jacques-d'Atticieux,22150.0
07244,Saint-Jean-Chambre,20730.0
07245,Saint-Jean-de-Muzols,23710.0
07247,Saint-Jean-le-Centenier,20640.0
07248,Saint-Jean-Roure,19930.0
07249,Saint-Jeure-d'Aaure,
07250,Saint-Jeure-d'Ay,22200.0
07251,Saint-Joseph-des-Bancs,19080.0
07253,Saint-Julien-du-Gua,17360.0
07254,Saint-Julien-du-Serre,22710.0
07255,Saint-Julien-en-Saint-Alban,22700.0
07257,Saint-Julien-le-Roux,19440.0
07258,Saint-Julien-Vocance,18500.0
07259,Saint-Just-d'Ardèche,20990.0
07260,Saint-Lager-Bressac,23930.0
07261,Saint-Laurent-du-Pape,22930.0
07262,Saint-Laurent-les-Bains-Laval-d'Aurelle,17430.0
07263,Saint-Laurent-sous-Coiron,18740.0
07264,Saint-Marcel-d'Ardèche,23660.0
07265,Saint-Marcel-lès-Annonay,22660.0
07266,Sainte-Marguerite-Lafigère,
07267,Saint-Martial,20010.0
07268,Saint-Martin-d'Ardèche,24700.0
07269,Saint-Martin-de-Valamas,20690.0
07270,Saint-Martin-sur-Lavezon,23720.0
07272,Saint-Maurice-d'Ardèche,23980.0
07273,Saint-Maurice-d'Ibie,18200.0
07274,Saint-Maurice-en-Chalencon,21440.0
07275,Saint-Mélany,
07276,Saint-Michel-d'Aurance,23280.0
07277,Saint-Michel-de-Boulogne,20450.0
07278,Saint-Michel-de-Chabrillanoux,20350.0
07279,Saint-Montan,24050.0
07280,Saint-Paul-le-Jeune,19560.0
07281,Saint-Péray,25790.0
07282,Saint-Pierre-de-Colombier,18980.0
07283,Saint-Pierre-la-Roche,
07284,Saint-Pierre-Saint-Jean,20190.0
07285,Saint-Pierre-sur-Doux,
07286,Saint-Pierreville,20450.0
07287,Saint-Pons,22540.0
07288,Saint-Priest,24040.0
07289,Saint-Privat,22060.0
07290,Saint-Prix,18870.0
07291,Saint-Remèze,22250.0
07292,Saint-Romain-d'Ay,23770.0
07293,Saint-Romain-de-Lerps,23400.0
07294,Saint-Sauveur-de-Cruzières,19090.0
07295,Saint-Sauveur-de-Montagut,20360.0
07296,Saint-Sernin,22470.0
07297,Saint-Sylvestre,20430.0
07298,Saint-Symphorien-sous-Chomérac,24610.0
07299,Saint-Symphorien-de-Mahun,19590.0
07300,Saint-Thomé,24940.0
07301,Saint-Victor,20800.0
07302,Saint-Vincent-de-Barrès,25130.0
07303,Saint-Vincent-de-Durfort,22140.0
07304,Salavas,21230.0
07305,Les Salelles,21550.0
07306,Sampzon,20600.0
07307,Sanilhac,20340.0
07308,Sarras,22220.0
07309,Satillieu,21530.0
07310,Savas,25700.0
07311,Sceautres,19320.0
07312,Sécheras,22870.0
07313,Serrières,21020.0
07314,Silhac,19770.0
07315,La Souche,20630.0
07316,Soyons,26810.0
07317,Talencieux,24410.0
07318,Tauriers,23400.0
07319,Le Teil,19850.0
07321,Thorrenc,24930.0
07322,Thueyts,20220.0
07323,Toulaud,26640.0
07324,Tournon-sur-Rhône,21900.0
07325,Ucel,23150.0
07326,Usclades-et-Rieutord,
07327,Uzer,21510.0
07328,Vagnas,21630.0
07329,Valgorge,18120.0
07330,Vallon-Pont-d'Arc,21190.0
07331,Vals-les-Bains,20010.0
07332,Valvignères,21790.0
07333,Vanosc,21530.0
07334,Les Vans,19660.0
07335,Vaudevant,21830.0
07336,Vernon,20460.0
07337,Vernosc-lès-Annonay,23840.0
07338,Vernoux-en-Vivarais,19810.0
07339,Vesseaux,22270.0
07340,Veyras,25760.0
07341,Villeneuve-de-Berg,21920.0
07342,Villevocance,22310.0
07343,Vinezac,23910.0
07344,Vinzieux,25120.0
07345,Vion,22190.0
07346,Viviers,21970.0
07347,Vocance,20080.0
07348,Vogüé,21210.0
07349,La Voulte-sur-Rhône,19910.0
08001,Acy-Romance,25820.0
08003,Aiglemont,24160.0
08004,Aire,22750.0
08005,Alincourt,27010.0
08006,Alla'Huy-et-Sausseuil,22420.0
08008,Amagne,21120.0
08010,Ambly-Fleury,21270.0
08011,Anchamps,20740.0
08013,Angecourt,20370.0
08014,Annelles,23230.0
08015,Antheny,
08016,Aouste,18610.0
08017,Apremont,20690.0
08018,Ardeuil-et-Montfauxelles,
08019,Les Graes-Armoises,
08020,Les Petites-Armoises,
08021,Arnicourt,24550.0
08022,Arreux,26580.0
08023,Artaise-le-Vivier,
08024,Asfeld,22450.0
08025,Attigny,20040.0
08026,Aubigny-les-Pothées,19750.0
08027,Auboncourt-Vauzelles,24970.0
08028,Aubrives,21590.0
08029,Auflance,
08030,Auge,
08031,Aure,
08032,Aussonce,27290.0
08033,Authe,
08034,Autrecourt-et-Pourron,20830.0
08035,Autruche,
08036,Autry,22020.0
08037,Auvillers-les-Forges,19830.0
08038,Avançon,24120.0
08039,Avaux,22630.0
08040,Les Ayvelles,23960.0
08041,Baâlons,24280.0
08043,Balan,22950.0
08044,Balham,17670.0
08045,Ballay,21130.0
08046,Banogne-Recouvrance,26040.0
08047,Barbaise,
08048,Barby,25970.0
08049,Bar-lès-Buzancy,19240.0
08052,Bayonville,
08053,Bazeilles,22730.0
08055,Beaumont-en-Argonne,22350.0
08056,Beffu-et-le-Morthomme,
08057,Belleville-et-Châtillon-sur-Bar,18240.0
08058,Belval,25640.0
08059,Belval-Bois-des-Dames,
08060,Bergnicourt,23570.0
08061,La Berlière,
08062,Bertoncourt,25030.0
08063,La Besace,21900.0
08064,Biermes,24800.0
08065,Bièvres,
08066,Bignicourt,
08067,Blagny,19480.0
08069,Blanchefosse-et-Bay,17170.0
08070,Blanzy-la-Salonnaise,21070.0
08071,Blombay,23730.0
08073,Bossus-lès-Rumigny,
08074,Bouconville,
08075,Boult-aux-Bois,21310.0
08076,Boulzicourt,22340.0
08077,Bourcq,
08078,Bourg-Fidèle,20720.0
08080,Bouvellemont,21720.0
08081,Bogny-sur-Meuse,18880.0
08082,Brécy-Brières,
08083,Brévilly,21300.0
08084,Brienne-sur-Aisne,24180.0
08085,Brieulles-sur-Bar,20440.0
08086,Briquenay,
08087,Brognon,23620.0
08088,Bulson,23670.0
08089,Buzancy,18880.0
08090,Carignan,19280.0
08092,Cauroy,23780.0
08094,Cernion,
08095,Chagny,24320.0
08096,Chalary-Elaire,25460.0
08097,Challerange,21910.0
08098,Champigneulle,
08099,Champigneul-sur-Vence,21980.0
08100,Champlin,
08101,La Chapelle,24840.0
08102,Chappes,
08103,Charbogne,23730.0
08104,Chardeny,
08105,Charleville-Mézières,18380.0
08106,Charnois,
08107,Château-Porcien,20600.0
08109,Chatel-Chéhéry,18650.0
08110,Le Châtelet-sur-Sormonne,21230.0
08111,Le Châtelet-sur-Retourne,25760.0
08113,Chaumont-Porcien,19170.0
08115,Chémery-Chéhéry,21920.0
08116,Bairon et ses environs,19710.0
08117,Chesnois-Auboncourt,22310.0
08119,Cheveuges,24350.0
08120,Chevières,
08121,Chilly,22710.0
08122,Chooz,23380.0
08123,Chuffilly-Roche,
08124,Clavy-Warby,25870.0
08125,Cliron,23860.0
08126,Coé-lès-Herpy,20800.0
08128,Coé-lès-Autry,
08130,Contreuve,
08131,Cornay,
08132,Corny-Machéroménil,25430.0
08133,Coucy,21240.0
08134,Coulommes-et-Marqueny,
08135,La Croix-aux-Bois,19730.0
08136,Daigny,23430.0
08137,Damouzy,26860.0
08138,Les Deux-Villes,20550.0
08139,Deville,18890.0
08140,Dom-le-Mesnil,22400.0
08141,Dommery,21570.0
08142,Donchery,20700.0
08143,Doumely-Bégny,
08144,Doux,
08145,Douzy,20830.0
08146,Draize,
08147,Dricourt,
08148,L'Écaille,23000.0
08149,L'Échelle,23980.0
08150,Écly,21460.0
08151,Écordal,21270.0
08153,Escombres-et-le-Chesnois,21090.0
08154,Estrebay,
08155,Étalle,
08156,Éteignières,21840.0
08158,Étrépigny,24900.0
08159,Euilly-et-Lombut,24760.0
08160,Évigny,26760.0
08161,Exermont,
08162,Fagnon,26460.0
08163,Faissault,25150.0
08164,Falaise,22940.0
08165,Faux,
08166,Fépin,21050.0
08167,La Férée,
08168,La Ferté-sur-Chiers,20200.0
08169,Flaignes-Havys,
08170,Fleigneux,23950.0
08171,Fléville,
08172,Fligny,18540.0
08173,Flize,22990.0
08174,Floing,22080.0
08175,Foisches,23090.0
08176,Fossé,
08178,Fraillicourt,19580.0
08179,Francheval,20540.0
08180,La Francheville,23660.0
08182,Le Fréty,
08183,Fromelennes,22760.0
08184,Fromy,
08185,Fumay,18590.0
08186,Germont,
08187,Gernelle,24790.0
08188,Gespunsart,20390.0
08189,Giroelle,21100.0
08190,Givet,19050.0
08191,Givonne,23830.0
08192,Givron,
08193,Givry,22100.0
08194,Glaire,22740.0
08195,Gomont,22360.0
08196,Grachamp,
08197,Graham,
08198,Grapré,21430.0
08199,La Graville,23760.0
08200,Grivy-Loisy,22170.0
08201,Gruyères,
08202,Gué-d'Hossus,21480.0
08203,Guignicourt-sur-Vence,23520.0
08204,Guincourt,
08205,Hagnicourt,
08206,Ham-les-Moines,24040.0
08207,Ham-sur-Meuse,22930.0
08208,Hannappes,19740.0
08209,Hannogne-Saint-Martin,23510.0
08210,Hannogne-Saint-Rémy,22600.0
08211,Haraucourt,19950.0
08212,Harcy,22990.0
08214,Hargnies,20190.0
08215,Harricourt,
08216,Haudrecy,24720.0
08217,Haulmé,
08218,Les Hautes-Rivières,21330.0
08219,Hauteville,22190.0
08220,Hauviné,22300.0
08222,Haybes,21640.0
08223,Herbeuval,25670.0
08225,Herpy-l'Arlésienne,22500.0
08226,Hierges,23570.0
08228,La Horgne,24570.0
08229,Houdilcourt,24420.0
08230,Houldizy,26680.0
08232,Illy,22010.0
08233,Imécourt,
08234,Inaumont,24820.0
08235,Issancourt-et-Rumel,24100.0
08236,Jaun,22770.0
08237,Joigny-sur-Meuse,24860.0
08238,Jonval,
08239,Juniville,22670.0
08240,Justine-Herbigny,19870.0
08242,Laifour,20490.0
08243,Lalobbe,20220.0
08244,Lametz,
08245,Lançon,
08246,Lares-et-Saint-Georges,
08247,Larichamps,21860.0
08248,Launois-sur-Vence,21690.0
08249,Laval-Morency,21290.0
08250,Leffincourt,23710.0
08251,Lépron-les-Vallées,
08252,Létanne,20450.0
08254,Liart,20090.0
08255,Linay,17060.0
08256,Liry,
08257,Logny-Bogny,21900.0
08259,Longwé,
08260,Lonny,23720.0
08262,Lucquy,21230.0
08263,Lumes,22730.0
08264,Machault,21660.0
08268,Maisoncelle-et-Villers,
08269,Malary,
08271,Manre,23540.0
08272,Maranwez,
08273,Marby,
08274,Marcq,20520.0
08275,Margny,23460.0
08276,Margut,19600.0
08277,Marlemont,18130.0
08278,Marquigny,
08279,Mars-sous-Bourcq,
08280,Marvaux-Vieux,
08281,Matton-et-Clémency,19670.0
08282,Maubert-Fontaine,20010.0
08283,Mazerny,24940.0
08284,Les Mazures,23270.0
08286,Ménil-Annelles,
08287,Ménil-Lépinois,28830.0
08288,Mesmont,
08289,Messincourt,20550.0
08291,Mogues,24390.0
08293,Moiry,20260.0
08294,La Moncelle,24830.0
08295,Moigny,25680.0
08296,Montcheutin,19890.0
08297,Montcornet,24560.0
08298,Montcy-Notre-Dame,26140.0
08300,Le Mont-Dieu,
08301,Montgon,
08302,Monthermé,20270.0
08303,Monthois,23800.0
08304,Montigny-sur-Meuse,
08305,Montigny-sur-Vence,26130.0
08306,Mont-Laurent,
08307,Montmeillant,
08308,Mont-Saint-Martin,
08309,Mont-Saint-Remy,
08310,Mouron,
08311,Mouzon,20730.0
08312,Murtin-et-Bogny,23750.0
08313,Nanteuil-sur-Aisne,27830.0
08314,Neuflize,25830.0
08315,Neufmaison,
08316,Neufmanil,22050.0
08317,La Neuville-à-Maire,22210.0
08318,La Neuville-aux-Joûtes,20660.0
08319,Neuville-lez-Beaulieu,19850.0
08320,La Neuville-en-Tourne-à-Fuy,24060.0
08321,Neuville-Day,21770.0
08322,Neuville-lès-This,23800.0
08323,La Neuville-lès-Wasigny,19590.0
08324,Neuvizy,19860.0
08325,Noirval,
08326,Nouart,18390.0
08327,Nouvion-sur-Meuse,20710.0
08328,Nouzonville,18570.0
08329,Novion-Porcien,22330.0
08330,Novy-Chevrières,23200.0
08331,Noyers-Pont-Maugis,22180.0
08332,Oches,
08333,Olizy-Primat,20840.0
08334,Omicourt,
08335,Omont,
08336,Osnes,20660.0
08338,Pauvres,22550.0
08339,Perthes,24440.0
08340,Poilcourt-Sydney,23510.0
08341,Poix-Terron,23250.0
08342,Pouru-aux-Bois,21060.0
08343,Pouru-Saint-Remy,21280.0
08344,Prez,19600.0
08346,Prix-lès-Mézières,25130.0
08347,Puilly-et-Charbeaux,20880.0
08348,Puiseux,20490.0
08349,Pure,20290.0
08350,Quatre-Champs,21550.0
08351,Quilly,
08352,Raillicourt,24740.0
08353,Rancennes,24590.0
08354,Raucourt-et-Flaba,19150.0
08355,Regniowez,21800.0
08356,Remaucourt,20840.0
08357,Remilly-Aillicourt,22160.0
08358,Remilly-les-Pothées,21340.0
08360,Renneville,20680.0
08361,Renwez,22930.0
08362,Rethel,19790.0
08363,Revin,18370.0
08364,Rilly-sur-Aisne,20940.0
08365,Rimogne,20130.0
08366,Rocquigny,18920.0
08367,Rocroi,19430.0
08368,Roizy,23750.0
08369,La Romagne,19230.0
08370,Rouvroy-sur-Audry,21640.0
08372,Rubigny,
08373,Rumigny,17400.0
08374,La Sabotterie,18580.0
08375,Sachy,18910.0
08376,Sailly,21540.0
08377,Saint-Aignan,23280.0
08378,Saint-Clément-à-Arnes,21280.0
08379,Saint-Étienne-à-Arnes,23180.0
08380,Saint-Fergeux,20270.0
08381,Saint-Germainmont,21030.0
08382,Saint-Jean-aux-Bois,
08383,Saint-Juvin,
08384,Saint-Lambert-et-Mont-de-Jeux,21020.0
08385,Saint-Laurent,26540.0
08386,Saint-Loup-en-Champagne,23200.0
08387,Saint-Loup-Terrier,22630.0
08388,Saint-Marceau,26640.0
08389,Saint-Marcel,24800.0
08390,Sainte-Marie,
08391,Saint-Menges,21110.0
08392,Saint-Morel,22710.0
08393,Saint-Pierre-à-Arnes,
08394,Saint-Pierremont,
08395,Saint-Pierre-sur-Vence,25300.0
08396,Saint-Quentin-le-Petit,22080.0
08397,Saint-Remy-le-Petit,
08398,Sainte-Vaubourg,
08399,Sapogne-sur-Marche,23580.0
08400,Sapogne-et-Feuchères,23130.0
08401,Saulces-Champenoises,22640.0
08402,Saulces-Monclin,22100.0
08403,Sault-lès-Rethel,20180.0
08404,Sault-Saint-Remy,22910.0
08405,Sauville,20210.0
08406,Savigny-sur-Aisne,21280.0
08407,Séchault,
08408,Sécheval,23990.0
08409,Sedan,17180.0
08410,Semide,27780.0
08411,Semuy,
08412,Senuc,15850.0
08413,Seraincourt,19390.0
08415,Sery,20020.0
08416,Seuil,21540.0
08417,Sévigny-la-Forêt,24600.0
08418,Sévigny-Waleppe,18600.0
08419,Signy-l'Abbaye,19120.0
08420,Signy-le-Petit,19230.0
08421,Signy-Montlibert,
08422,Singly,23800.0
08424,Sommauthe,19340.0
08425,Sommerance,
08426,Son,
08427,Sorbon,26340.0
08428,Sorcy-Bauthémont,24080.0
08429,Sormonne,23480.0
08430,Stonne,
08431,Sugny,25980.0
08432,Sury,
08433,Suzanne,
08434,Sy,
08435,Tagnon,25080.0
08436,Taillette,21420.0
08437,Tailly,20630.0
08438,Taizy,23270.0
08439,Tannay,20360.0
08440,Tarzy,20090.0
08444,Tétaigne,21650.0
08445,Thelonne,23260.0
08446,Thénorgues,
08448,Thilay,21420.0
08449,Thin-le-Moutier,23160.0
08450,This,27580.0
08451,Le Thour,20290.0
08452,Thugny-Trugny,22770.0
08453,Toges,
08454,Touligny,
08455,Tourcelles-Chaumont,
08456,Tournavaux,24040.0
08457,Tournes,24930.0
08458,Tourteron,19120.0
08459,Tremblois-lès-Carignan,22630.0
08460,Tremblois-lès-Rocroi,20760.0
08461,Vay,20260.0
08462,Vaux-Champagne,23230.0
08463,Vaux-en-Dieulet,
08464,Vaux-lès-Mouron,
08465,Vaux-lès-Rubigny,
08466,Vaux-lès-Mouzon,
08467,Vaux-Montreuil,22100.0
08468,Vaux-Villaine,20360.0
08469,Veresse,20310.0
08470,Verpel,
08471,Verrières,
08472,Viel-Saint-Remy,23300.0
08473,Vieux-lès-Asfeld,23330.0
08476,Villers-devant-le-Thour,23040.0
08477,Villers-devant-Mouzon,
08478,Villers-le-Tilleul,22810.0
08479,Villers-le-Tourneur,22240.0
08480,Villers-Semeuse,21750.0
08481,Villers-sur-Bar,25090.0
08482,Villers-sur-le-Mont,
08483,Ville-sur-Lumes,23690.0
08484,Ville-sur-Retourne,
08485,Villy,24850.0
08486,Vireux-Molhain,18260.0
08487,Vireux-Wallera,22360.0
08488,Vivier-au-Court,20150.0
08489,Voncq,19230.0
08490,Vouziers,20220.0
08491,Vrigne aux Bois,20590.0
08492,Vrigne-Meuse,24050.0
08494,Wadelincourt,23460.0
08496,Wagnon,18840.0
08497,Warcq,23540.0
08498,Warnécourt,29910.0
08499,Wasigny,18390.0
08500,Wignicourt,
08501,Williers,
08502,Yoncq,
08503,Yvernaumont,23010.0
09001,Aigues-Juntes,
09002,Aigues-Vives,22110.0
09003,L'Aiguillon,20480.0
09004,Albiès,22040.0
09005,Aleu,14500.0
09006,Alliat,
09007,Allières,
09008,Alos,16990.0
09009,Alzen,14500.0
09011,Antras,
09012,Appy,
09013,Arabaux,
09014,Argein,19720.0
09015,Arignac,22630.0
09016,Arnave,21190.0
09017,Arrien-en-Bethmale,19720.0
09018,Arrout,
09019,Artigat,21150.0
09020,Artigues,
09021,Artix,22080.0
09022,Arvigna,23590.0
09023,Ascou,15020.0
09024,Aston,23480.0
09025,Aucazein,
09026,Audressein,20860.0
09027,Augirein,
