dep,codgeo,libgeo,population,revenu_median,categorie_revenu,pression_socioeco,cluster
23,23102,Ladapeyre,351.0,17600.0,Très faible,0.0474867135432354,0
91,91292,Guibeville,900.0,28690.0,Élevé,0.0859810658572979,2
08,08180,La Francheville,1657.0,23660.0,Moyen,0.1881788382596286,3
03,03313,Le Vilhain,273.0,19680.0,Très faible,0.0348985262752824,0
17,17183,Grézac,944.0,22260.0,Faible,0.1119439422005457,0
10,10112,Coussegrey,179.0,21150.0,Très faible,0.0219389194437074,0
94,94080,Vincennes,48798.0,34880.0,Élevé,3.5790746257190973,2
17,17227,Mazerolles,228.0,23250.0,Moyen,0.0262281504259427,3
31,31482,Saint-Frajou,209.0,23590.0,Moyen,0.0237877364086956,3
59,59606,Valenciennes,42991.0,20250.0,Très faible,5.40784228308079,0
27,27473,Port-Mort,897.0,26450.0,Élevé,0.0928972989108923,3
64,64286,Laà-Mondrans,433.0,24870.0,Élevé,0.0472958954429401,3
40,40081,Cère,412.0,23650.0,Moyen,0.0468039554109369,3
46,46167,Lentillac-du-Causse,110.0,21650.0,Faible,0.0132848543656685,0
46,46098,Fajoles,309.0,20010.0,Très faible,0.0391349892237709,0
71,71573,Versaugues,191.0,23820.0,Moyen,0.0215815522368983,3
23,23039,La Celle-Dunoise,532.0,21900.0,Faible,0.0637736101766353,0
76,76506,Pommeréval,507.0,21490.0,Faible,0.0615218992365918,0
01,01441,Vieu-d'Izenave,735.0,23450.0,Moyen,0.084024311018932,3
17,17357,Saint-Maigrin,532.0,22350.0,Faible,0.0629154126712679,0
58,58276,Sémelay,222.0,18430.0,Très faible,0.0293737991768195,0
34,34251,Saint-Étienne-de-Gourgas,522.0,21630.0,Faible,0.0630800976896329,0
43,43177,Saint-Didier-en-Velay,3480.0,23510.0,Moyen,0.3970808878593921,3
18,18042,La Celle,337.0,20810.0,Très faible,0.0417147438301309,0
55,55298,Loisey,286.0,23770.0,Moyen,0.0323670945693917,3
01,01366,Sainte-Julie,1090.0,24930.0,Élevé,0.1188245066443723,3
24,24566,Varennes,462.0,23180.0,Moyen,0.0532624472804863,3
18,18262,Thauvenay,324.0,21950.0,Faible,0.0387814935846553,0
60,60481,Orrouy,602.0,26060.0,Élevé,0.0631874261495774,3
65,65259,Lansac,181.0,23320.0,Moyen,0.0207760510695798,3
80,80403,Guyencourt-sur-Noye,167.0,25430.0,Élevé,0.0179058930383667,3
29,29007,Berrien,898.0,20530.0,Très faible,0.1120581534475006,0
67,67554,Wolxheim,965.0,29470.0,Élevé,0.0894925419073507,2
24,24266,Mensignac,1520.0,21770.0,Faible,0.1829186682868804,0
55,55397,Pagny-la-Blanche-Côte,230.0,20100.0,Très faible,0.0290553985818874,0
04,04059,Clumanc,221.0,19470.0,Très faible,0.028417557804402,0
54,54194,Fillières,518.0,29020.0,Élevé,0.0488740969957304,2
08,08348,Puiseux,112.0,20490.0,Très faible,0.0139921324266919,0
83,83100,Puget-Ville,4488.0,22840.0,Moyen,0.5228767257012916,0
63,63317,Saint-André-le-Coq,536.0,23480.0,Moyen,0.0612172283678316,3
80,80780,Vaudricourt,413.0,21980.0,Faible,0.0493900192387232,0
45,45073,Chantecoq,505.0,22640.0,Faible,0.0591973454673541,0
91,91232,La Ferté-Alais,3649.0,26470.0,Élevé,0.3776450086251573,3
95,95150,Chaussy,617.0,26450.0,Élevé,0.0638992568874253,3
70,70373,La Roche-Morey,291.0,20040.0,Très faible,0.0368239859414601,0
90,90002,Angeot,354.0,26920.0,Élevé,0.0360653737606504,3
76,76119,Bosc-Bérenger,203.0,22960.0,Moyen,0.0235632930260262,3
26,26333,Saint-Vallier,4050.0,18280.0,Très faible,0.5380511201884269,0
60,60586,Saint-Martin-le-Noeud,1053.0,26540.0,Élevé,0.1087136208303006,3
21,21385,Marey-sur-Tille,327.0,23910.0,Moyen,0.0368430211492859,3
47,47220,Razimet,290.0,24060.0,Moyen,0.0325183007965278,3
35,35200,Moutiers,910.0,22110.0,Faible,0.1084013860653988,0
79,79109,Échiré,3517.0,25850.0,Élevé,0.3718007338005941,3
46,46171,Lherm,235.0,19090.0,Très faible,0.0305378863778135,0
67,67012,Aschbach,646.0,25760.0,Élevé,0.0685005075474685,3
77,77479,Vaires-sur-Marne,13518.0,26430.0,Élevé,1.4009532255645754,3
86,86279,Vaux-sur-Vienne,542.0,22830.0,Moyen,0.0631654155702835,3
60,60413,Montagny-Sainte-Félicité,423.0,27100.0,Élevé,0.0428221197339866,3
57,57764,Zoufftgen,1262.0,35390.0,Élevé,0.0902537709811384,2
84,84061,Lagarde-Paréol,322.0,26170.0,Élevé,0.0336709525336867,3
79,79341,Vautebis,122.0,19220.0,Très faible,0.0157968565373943,0
50,50282,Le Luot,295.0,22130.0,Faible,0.0351199584386347,0
13,13041,Gardanne,21174.0,22780.0,Faible,2.471441907873113,0
62,62674,Quelmes,542.0,23720.0,Moyen,0.0614361870296021,3
76,76327,Greuville,374.0,22940.0,Moyen,0.0434389895197996,3
46,46139,Labathude,202.0,23040.0,Moyen,0.0233892875669179,3
24,24295,Montrem,1194.0,21910.0,Faible,0.1430881949444114,0
69,69090,Frontenas,873.0,27540.0,Élevé,0.0870005786832231,3
62,62655,Pierremont,328.0,22940.0,Moyen,0.0380962261029258,3
74,74148,Leschaux,289.0,25290.0,Élevé,0.0311318852359562,3
89,89071,Chamoux,98.0,22310.0,Faible,0.0116037336383623,0
67,67038,Bietlenheim,308.0,25960.0,Élevé,0.0324388619631154,3
76,76366,Le Houlme,4133.0,21270.0,Très faible,0.5047782580180278,0
22,22116,Lanrodec,1375.0,22630.0,Faible,0.1612301819163767,0
72,72245,Préval,683.0,22450.0,Faible,0.0805281420004077,0
91,91525,Roinville,1314.0,30400.0,Élevé,0.1174775595655638,2
32,32295,Nizas,138.0,22870.0,Moyen,0.0160629192727676,3
21,21641,Touillon,461.0,23810.0,Moyen,0.0521060315191811,3
82,82060,Fauroux,186.0,17780.0,Très faible,0.0250438808859545,0
36,36181,Saint-Aubin,158.0,24630.0,Moyen,0.0173940216023124,3
03,03141,Lavoine,150.0,19490.0,Très faible,0.0192771808066549,0
55,55124,Consenvoye,299.0,22280.0,Faible,0.0354353836620987,0
51,51580,Trépail,443.0,26090.0,Élevé,0.0464507465546134,3
89,89037,Béon,518.0,23400.0,Moyen,0.0593099794089525,3
64,64389,Monassut-Audiracq,366.0,24080.0,Moyen,0.041014097621175,3
38,38417,Sainte-Marie-d'Alloix,483.0,26430.0,Élevé,0.0500562515126268,3
13,13115,Vernègues,2123.0,25530.0,Élevé,0.2268689556771502,3
53,53234,Saint-Loup-du-Gast,337.0,22090.0,Faible,0.0401684110151131,0
90,90001,Andelnans,1153.0,24680.0,Moyen,0.1267256593495944,3
85,85281,Sérigné,1010.0,22640.0,Faible,0.1183946909347083,0
60,60521,Quincampoix-Fleuzy,403.0,22520.0,Faible,0.0474140141054374,0
03,03229,Saint-Ennemond,612.0,21990.0,Faible,0.0731661767921877,0
01,01224,Loyettes,3381.0,23420.0,Moyen,0.3868754354196246,3
11,11040,Bizanet,1767.0,21900.0,Faible,0.2118194909438245,0
61,61391,Saint-Georges-des-Groseillers,3164.0,23020.0,Moyen,0.3665818247020596,3
82,82110,Mirabel,1039.0,21670.0,Faible,0.1254069962236571,0
28,28395,Trizay-Coutretot-Saint-Serge,429.0,24600.0,Moyen,0.0472742074942873,3
29,29043,Daoulas,1836.0,25810.0,Élevé,0.1943565697757094,3
89,89058,Bussières,117.0,21220.0,Très faible,0.0143106047173219,0
02,02059,Beautor,2672.0,17760.0,Très faible,0.3599617307291603,0
09,09059,Bonac-Irazein,124.0,17100.0,Très faible,0.0169981896535126,0
83,83002,Aiguines,270.0,18790.0,Très faible,0.0353764497983216,0
50,50490,Saint-Jean-de-la-Rivière,362.0,24620.0,Moyen,0.0398651023646154,3
11,11099,Conques-sur-Orbiel,2575.0,21440.0,Faible,0.3129248359953379,0
26,26367,Venterol,652.0,22000.0,Faible,0.0779249070529442,0
50,50593,Teurthéville-Bocage,591.0,21670.0,Faible,0.0713335272071042,0
27,27149,La Chapelle-Hareng,124.0,21790.0,Faible,0.0149134221463219,0
80,80357,Fresnoy-au-Val,228.0,25340.0,Élevé,0.0245199287247829,3
80,80350,Franvillers,539.0,24970.0,Élevé,0.0586808855066261,3
78,78346,Longnes,1544.0,28230.0,Élevé,0.1500513528323635,2
74,74151,Lornay,573.0,25060.0,Élevé,0.0621975953426348,3
67,67384,Ranrupt,303.0,25560.0,Élevé,0.0323467329911524,3
28,28076,La Chapelle-Forainvilliers,202.0,26720.0,Élevé,0.0207245018626994,3
76,76714,Les Trois-Pierres,797.0,27770.0,Élevé,0.0787695182235358,3
88,88047,Begnécourt,143.0,24500.0,Moyen,0.0158093315888508,3
79,79091,Cirières,947.0,21780.0,Faible,0.1139291960788768,0
24,24464,Saint-Mesmin,325.0,19970.0,Très faible,0.0412079986364854,0
34,34189,Olonzac,1687.0,18780.0,Très faible,0.221097774616724,0
08,08045,Ballay,250.0,21130.0,Très faible,0.0306588728682318,0
80,80558,Monsures,218.0,21330.0,Faible,0.0265782405194021,0
81,81315,Vielmur-sur-Agout,1378.0,22920.0,Moyen,0.1601494051164886,3
78,78646,Versailles,83587.0,33780.0,Élevé,6.4602689191206615,2
