dep,codgeo,libgeo,population,revenu_median,categorie_revenu,pression_socioeco,cluster
70,70514,Valay,659.0,22010.0,Faible,0.0787379004207064,0
52,52538,Villiers-sur-Suize,261.0,24450.0,Moyen,0.0289015754617733,3
32,32348,Roquelaure,568.0,24070.0,Moyen,0.0636706551542704,3
59,59169,Damousies,206.0,19920.0,Très faible,0.026156454727917,0
65,65007,Andrest,1360.0,22990.0,Moyen,0.1577161965168931,3
61,61055,Boucé,583.0,21870.0,Faible,0.0699499436266046,0
42,42142,Merle-Leignec,324.0,22690.0,Faible,0.0379220055567234,0
24,24154,Douchapt,346.0,20310.0,Très faible,0.0434489552218251,0
76,76287,Fresquiennes,1063.0,26930.0,Élevé,0.1082598946053451,3
51,51455,Reims-la-Brûlée,219.0,25180.0,Élevé,0.0236776476643772,3
65,65433,Soues,3023.0,21670.0,Faible,0.3648752161541053,0
14,14396,Maltot,1028.0,26280.0,Élevé,0.1070907170097912,3
71,71105,Charnay-lès-Mâcon,7969.0,24570.0,Moyen,0.8790112325262941,3
71,71234,Huilly-sur-Seille,352.0,21060.0,Très faible,0.043256022098438,0
21,21070,Bévy,136.0,22820.0,Moyen,0.0158544998786069,3
29,29170,Plomelin,4187.0,25190.0,Élevé,0.452536255607541,3
42,42325,Vendranges,384.0,22550.0,Faible,0.0451373172146319,0
08,08395,Saint-Pierre-sur-Vence,146.0,25300.0,Élevé,0.0157222930114476,3
36,36045,Châtillon-sur-Indre,2304.0,20290.0,Très faible,0.2894900216601737,0
89,89084,Charentenay,282.0,19380.0,Très faible,0.0363522999441491,0
35,35122,La Gouesnière,1966.0,23750.0,Moyen,0.2226364359920531,3
21,21239,Échenon,771.0,22250.0,Faible,0.0914564304676701,0
89,89283,Ouanne,589.0,21690.0,Faible,0.0710498990257147,0
22,22267,Rouillac,396.0,20400.0,Très faible,0.0495999442425424,0
18,18118,Jouet-sur-l'Aubois,1308.0,21540.0,Faible,0.1584847743997283,0
28,28027,La Bazoche-Gouet,1215.0,20480.0,Très faible,0.1518332060153958,0
86,86174,Naintré,5944.0,22640.0,Faible,0.6967703395206994,0
21,21401,Meloisey,321.0,27700.0,Élevé,0.0318057889495486,3
36,36176,Ruffec,575.0,19770.0,Très faible,0.0733187093897373,0
57,57286,Halstroff,304.0,23940.0,Moyen,0.034218922753697,3
67,67138,Fessenheim-le-Bas,583.0,27120.0,Élevé,0.0589778132399995,3
54,54176,Einville-au-Jard,1081.0,22920.0,Moyen,0.1256324433460988,3
76,76008,Ancourt,623.0,25220.0,Élevé,0.0672676283242189,3
10,10345,Saint-Léger-sous-Brienne,384.0,22770.0,Faible,0.0448344745861714,0
01,01159,Feillens,3381.0,24360.0,Moyen,0.3754824871334578,3
77,77402,Saint-Barthélemy,338.0,23620.0,Moyen,0.0384337694492307,3
68,68287,Rouffach,4186.0,25160.0,Élevé,0.4528783516306705,3
12,12082,La Couvertoirade,189.0,18850.0,Très faible,0.0247228633980445,0
69,69027,Brignais,12388.0,26720.0,Élevé,1.270965985520397,3
33,33254,Loupiac-de-la-Réole,542.0,21100.0,Très faible,0.0665267249808215,0
56,56208,Saint-Brieuc-de-Mauron,297.0,18140.0,Très faible,0.0396061375033467,0
90,90058,Lachapelle-sous-Rougemont,569.0,24220.0,Moyen,0.063476789986809,3
38,38387,Saint-Geoirs,496.0,23700.0,Moyen,0.0562576067612071,3
57,57505,Niderviller,1172.0,24510.0,Moyen,0.1295281724897202,3
89,89131,Cruzy-le-Châtel,227.0,21110.0,Très faible,0.0278545314878063,0
54,54430,Pompey,4836.0,21140.0,Très faible,0.5928918765652506,0
17,17228,Médis,3036.0,23160.0,Moyen,0.3502280359824017,3
71,71035,Bissy-la-Mâconnaise,203.0,23980.0,Moyen,0.0228210274643663,3
74,74117,Étercy,930.0,29590.0,Élevé,0.0858466364234998,2
50,50198,Geffosses,489.0,21140.0,Très faible,0.0599512257320942,0
06,06023,Breil-sur-Roya,2206.0,21800.0,Faible,0.2652355104094819,0
14,14006,Amayé-sur-Orne,1061.0,26040.0,Élevé,0.1114412836616876,3
25,25309,Houtaud,1178.0,31480.0,Élevé,0.1007578360031828,2
83,83066,Ginasservis,1983.0,23560.0,Moyen,0.2259122124348465,3
06,06025,Le Broc,1422.0,25230.0,Élevé,0.1534876559430364,3
61,61413,Saint-Lambert-sur-Dive,135.0,21190.0,Très faible,0.0165267545911447,0
91,91619,Torfou,278.0,30310.0,Élevé,0.0249441521700008,2
59,59570,Socx,890.0,31160.0,Élevé,0.077145288032613,2
65,65164,Escoubès-Pouts,98.0,22520.0,Faible,0.0115299587650939,0
22,22085,Kerbors,286.0,24670.0,Moyen,0.0314443709358012,3
77,77480,Valence-en-Brie,1040.0,24790.0,Élevé,0.1138957858835968,3
86,86034,Bouresse,621.0,21310.0,Faible,0.0757559329484223,0
17,17353,Saint-Laurent-de-la-Prée,2271.0,25210.0,Élevé,0.2452897313708884,3
53,53111,La Haie-Traversaine,463.0,22340.0,Faible,0.054771928506719,0
50,50151,Créances,2091.0,21150.0,Très faible,0.2562808969653194,0
40,40016,Aubagnan,267.0,22470.0,Faible,0.0314611118812902,0
51,51398,La Neuville-aux-Larris,189.0,25360.0,Élevé,0.0203121799033537,3
58,58079,Clamecy,3593.0,18240.0,Très faible,0.4778529027766343,0
33,33357,Roaillan,1777.0,25800.0,Élevé,0.1881746082134451,3
60,60104,Breteuil,4156.0,19270.0,Très faible,0.5373840634139959,0
77,77308,Montgé-en-Goële,720.0,28440.0,Élevé,0.0694301139680695,2
28,28029,Bazoches-les-Hautes,323.0,21530.0,Faible,0.0391481095365096,0
37,37024,Benais,932.0,23010.0,Moyen,0.1080151613401344,3
25,25054,Berche,541.0,25630.0,Élevé,0.0576186420446776,3
81,81261,Saint-Lieux-lès-Lavaur,1195.0,25800.0,Élevé,0.1265439824507973,3
56,56084,Le Hézo,865.0,26760.0,Élevé,0.0886219768940738,3
60,60025,Attichy,1853.0,23620.0,Moyen,0.2107034757083568,3
17,17171,Geay,778.0,22680.0,Faible,0.091087520253479,0
59,59473,Preux-au-Sart,304.0,29900.0,Élevé,0.0277238660781545,2
22,22333,Saint-Vran,760.0,20360.0,Très faible,0.0953007896436562,0
45,45036,Boismorand,847.0,25380.0,Élevé,0.0909679318291722,3
10,10212,Machy,111.0,20620.0,Très faible,0.0138154742267566,0
38,38017,Assieu,1681.0,25970.0,Élevé,0.1769843078177478,3
01,01107,Cleyzieu,140.0,22370.0,Faible,0.0165466501473469,0
40,40125,Heugas,1375.0,24670.0,Moyen,0.1511748602682749,3
42,42105,Grézieux-le-Fromental,253.0,24080.0,Moyen,0.0283512751315772,3
2B,2B147,Lozzi,111.0,20710.0,Très faible,0.0137796622255928,0
40,40133,Labenne,7007.0,24600.0,Moyen,0.7721453890733603,3
78,78455,Noisy-le-Roi,7631.0,37660.0,Élevé,0.483645126524431,2
31,31326,Massabrac,109.0,21010.0,Très faible,0.0134141575570578,0
21,21369,Magny-Saint-Médard,325.0,26370.0,Élevé,0.0337516460418146,3
28,28276,Neuvy-en-Beauce,204.0,23480.0,Moyen,0.0232990943788016,3
59,59565,Sepmeries,649.0,26040.0,Élevé,0.0681671942473471,3
71,71411,Saint-Eugène,151.0,21240.0,Très faible,0.0184584159352017,0
95,95424,Montigny-lès-Cormeilles,22603.0,21970.0,Faible,2.7038674235386493,0
09,09042,La Bastide-de-Sérou,985.0,18250.0,Très faible,0.130965276908796,0
76,76553,Sainte-Agathe-d'Aliermont,300.0,20350.0,Très faible,0.0376294871087786,0
25,25184,Cuse-et-Adrisans,285.0,21230.0,Très faible,0.0348489487000977,0
86,86113,Iteuil,2981.0,24080.0,Moyen,0.3340519808981496,3
28,28351,Saint-Maixme-Hauterive,399.0,25570.0,Élevé,0.0425808995579792,3
21,21028,Athée,787.0,24060.0,Moyen,0.0882479404374739,3
21,21323,Jancigny,148.0,23610.0,Moyen,0.0168342932878259,3
08,08010,Ambly-Fleury,135.0,21270.0,Très faible,0.0164880389142109,0
85,85139,Le Mazeau,448.0,21520.0,Faible,0.0543143665619191,0
39,39545,Le Vaudioux,168.0,23560.0,Moyen,0.0191393099793515,3
62,62308,Escoeuilles,489.0,20940.0,Très faible,0.0603018176954397,0
14,14603,Saint-Laurent-de-Condel,509.0,24760.0,Élevé,0.0557979656411645,3
60,60019,Antheuil-Portes,413.0,23810.0,Moyen,0.0466806746581817,3
34,34161,Montady,4005.0,22230.0,Faible,0.4753623734664671,0
29,29061,Gouesnou,6347.0,26020.0,Élevé,0.6671071048109503,3
72,72333,Semur-en-Vallon,433.0,20950.0,Très faible,0.0533805659429836,0
82,82125,Montech,6650.0,22180.0,Faible,0.7904952577217511,0
92,92032,Fontenay-aux-Roses,24772.0,26990.0,Élevé,2.5175449661401514,2
86,86269,Ternay,189.0,18490.0,Très faible,0.0249667721627279,0
29,29079,Henvic,1210.0,22220.0,Faible,0.1436609718759385,0
70,70146,Chaux-lès-Port,164.0,22380.0,Faible,0.0193773396967968,0
29,29289,Trégarvan,119.0,23190.0,Moyen,0.0137148493145775,3
41,41267,Vallières-les-Grandes,939.0,22550.0,Faible,0.1103748460014046,0
50,50292,Marigny,2746.0,22060.0,Faible,0.3276023075994573,0
31,31149,Colomiers,40159.0,23690.0,Moyen,4.556377577323585,0
50,50579,Sottevast,1447.0,24100.0,Moyen,0.1620476204174165,3
24,24341,Proissans,1071.0,22150.0,Faible,0.1274265206456445,0
24,24286,Montagrier,501.0,20300.0,Très faible,0.0629310423334375,0
14,14104,Le Brévedent,191.0,25380.0,Élevé,0.0205134297277118,3
50,50152,Les Cresnays,228.0,20850.0,Très faible,0.0281897447239254,0
30,30224,La Rouvière,635.0,23140.0,Moyen,0.0732980968765549,3
77,77008,Armentières-en-Brie,1205.0,20940.0,Très faible,0.1485965037280264,0
57,57456,Meisenthal,652.0,23980.0,Moyen,0.0732970931367826,3
70,70417,Pontcey,292.0,23590.0,Moyen,0.0332345408198044,3
64,64463,Rébénacq,647.0,22910.0,Moyen,0.0752167096035712,3
64,64530,Susmiou,355.0,23630.0,Moyen,0.0403541028729996,3
38,38484,Serpaize,2108.0,27130.0,Élevé,0.2131752565934902,3
56,56120,Locqueltas,1954.0,23480.0,Moyen,0.2231687765498938,3
70,70529,Velet,377.0,24480.0,Moyen,0.0417061761942169,3
95,95120,Butry-sur-Oise,2254.0,28700.0,Élevé,0.2152540016620468,2
74,74030,La Baume,321.0,25460.0,Élevé,0.0343833926849679,3
67,67543,Wisches,2073.0,23310.0,Moyen,0.2380232289845896,3
03,03281,Le Theil,389.0,19680.0,Très faible,0.049727204106538,0
28,28234,Marchéville,491.0,23880.0,Moyen,0.0553736705002485,3
69,69136,Montagny,3200.0,27760.0,Élevé,0.3163787762477251,2
88,88236,La Haye,133.0,19020.0,Très faible,0.0173165185527466,0
47,47217,Puymirol,905.0,22820.0,Moyen,0.1055023705157303,3
63,63460,Villosanges,370.0,18890.0,Très faible,0.0483462015711673,0
76,76155,Canehan,381.0,22070.0,Faible,0.0454402673866394,0
45,45120,Dammarie-en-Puisaye,170.0,21150.0,Très faible,0.0208358452817332,0
45,45260,Ramoulu,246.0,22730.0,Faible,0.0287573595651947,0
82,82031,Castelmayran,1201.0,20400.0,Très faible,0.1504281137254885,0
26,26312,Saint-Marcel-lès-Sauzet,1250.0,25390.0,Élevé,0.1342053847418216,3
28,28290,Orrouer,281.0,24230.0,Moyen,0.031337866976384,3
91,91477,Palaiseau,34893.0,28570.0,Élevé,3.348495991234702,2
45,45099,Coinces,494.0,24850.0,Élevé,0.0539942452702344,3
14,14711,Trévières,920.0,19910.0,Très faible,0.1168482147282944,0
59,59397,Merckeghem,614.0,24660.0,Moyen,0.0675284572736363,3
77,77228,Hondevilliers,259.0,22030.0,Faible,0.0309269789309988,0
12,12124,Lassouts,318.0,17870.0,Très faible,0.042714361099854,0
54,54421,Petitmont,310.0,20970.0,Très faible,0.0381948076877111,0
26,26145,Les Granges-Gontardes,679.0,25700.0,Élevé,0.0721458036178862,3
07,07157,Meysse,1394.0,22820.0,Moyen,0.1625086237557217,3
67,67552,Wolfskirchen,344.0,23500.0,Moyen,0.0392640056323681,3
29,29257,Saint-Pabu,2067.0,24010.0,Moyen,0.2321474797485929,3
79,79007,Allonne,634.0,21830.0,Faible,0.076159974054646,0
30,30026,Avèze,1063.0,19750.0,Très faible,0.1356201917988114,0
40,40103,Gaillères,640.0,23370.0,Moyen,0.0733475669081926,3
14,14308,Goustranville,311.0,21730.0,Faible,0.0374707169855008,0
15,15114,Marcenat,511.0,20560.0,Très faible,0.0637108764408628,0
15,15008,Antignac,283.0,20790.0,Très faible,0.0350507720900399,0
15,15106,Lieutadès,166.0,17400.0,Très faible,0.022577118699683,0
67,67159,Goerlingen,199.0,24310.0,Moyen,0.0221359392218819,3
14,14735,Vendeuvre,805.0,22780.0,Faible,0.0939600800905759,0
58,58068,Chaumard,200.0,23550.0,Moyen,0.0227920624023639,3
91,91136,Champlan,2597.0,25020.0,Élevé,0.2822696913034034,3
94,94001,Ablon-sur-Seine,5946.0,24000.0,Moyen,0.6680162062619157,3
44,44104,Montrelais,827.0,21940.0,Faible,0.0990182115862877,0
77,77004,Andrezel,311.0,28400.0,Élevé,0.0300345467298242,2
17,17482,Vouhé,641.0,22270.0,Faible,0.0759898043153821,0
60,60221,Esquennoy,727.0,19160.0,Très faible,0.0942900953885882,0
61,61443,Saint-Paul,673.0,22800.0,Faible,0.0785047101628779,3
57,57110,Brettnach,426.0,22060.0,Faible,0.0508224992852763,0
50,50169,Écausseville,109.0,23070.0,Moyen,0.0126092299553235,3
31,31056,Beauzelle,7656.0,24650.0,Moyen,0.8422905242378398,3
21,21010,Aloxe-Corton,134.0,28660.0,Élevé,0.0128160361962786,2
2B,2B166,Monte,630.0,19490.0,Très faible,0.0809641593879509,0
63,63290,Pulvérières,399.0,22750.0,Faible,0.046614427833206,0
67,67306,Muhlbach-sur-Bruche,643.0,26320.0,Élevé,0.0668915843880741,3
27,27382,Mandeville,331.0,25950.0,Élevé,0.0348731101503323,3
03,03059,Chareil-Cintrat,376.0,21460.0,Faible,0.0456661446832693,0
22,22299,Saint-Hélen,1531.0,22880.0,Moyen,0.1781504024982864,3
01,01214,Leyssard,163.0,26540.0,Élevé,0.0168284142405878,3
68,68088,Feldkirch,1000.0,27420.0,Élevé,0.1000871944438506,3
42,42026,Briennon,1724.0,23000.0,Moyen,0.1998666709517751,3
82,82176,La Salvetat-Belmontet,931.0,23340.0,Moyen,0.1067979117790544,3
63,63463,Viscomtat,505.0,22190.0,Faible,0.0600119878361709,0
35,35229,Pocé-les-Bois,1322.0,24300.0,Moyen,0.1471012182500028,3
52,52529,Villegusien-le-Lac,987.0,23390.0,Moyen,0.113044937187277,3
80,80811,Voyennes,589.0,21530.0,Faible,0.0713877291548116,0
43,43005,Alleyras,153.0,18740.0,Très faible,0.0200740784902104,0
76,76605,Sainte-Marguerite-sur-Mer,464.0,24530.0,Moyen,0.0512475113831725,3
12,12140,Martiel,969.0,21770.0,Faible,0.1166106510328862,0
45,45037,Boisseaux,511.0,23160.0,Moyen,0.0589481312210168,3
28,28014,Aunay-sous-Crécy,672.0,23230.0,Moyen,0.0773522018171151,3
57,57092,Blies-Ébersing,603.0,25780.0,Élevé,0.0638976437342197,3
51,51288,Heiltz-le-Hutier,236.0,23810.0,Moyen,0.0266746712332467,3
92,92025,Colombes,88870.0,25100.0,Élevé,9.633854185515911,1
76,76425,Mentheville,298.0,26000.0,Élevé,0.0313429215230948,3
40,40317,Tosse,3348.0,25290.0,Élevé,0.3606558884774449,3
21,21485,Plombières-lès-Dijon,2518.0,23480.0,Moyen,0.287583919832463,3
11,11242,Montclar,173.0,21260.0,Très faible,0.0211353182123865,0
52,52371,Oudincourt,138.0,21200.0,Très faible,0.0168890688011175,0
71,71537,Thil-sur-Arroux,136.0,20160.0,Très faible,0.0171513316644955,0
34,34073,Cers,2535.0,21550.0,Faible,0.3070642503994737,0
01,01411,Souclin,267.0,24340.0,Moyen,0.029671264627928,3
17,17126,Courcerac,307.0,21960.0,Faible,0.0367356568414925,0
25,25333,Laviron,350.0,23330.0,Moyen,0.0401621376415358,3
42,42068,Combre,417.0,23370.0,Moyen,0.0477905240636193,3
01,01241,Meillonnas,1383.0,26000.0,Élevé,0.1454606055920811,3
42,42148,Montchal,503.0,20980.0,Très faible,0.0619561242316843,0
09,09210,Montoulieu,413.0,23330.0,Moyen,0.0473913224170123,3
47,47180,Montagnac-sur-Auvignon,641.0,23760.0,Moyen,0.0725660121040147,3
38,38382,Saint-Égrève,16995.0,25910.0,Élevé,1.7929762328631995,3
67,67474,Soultz-sous-Forêts,3147.0,24090.0,Moyen,0.3525411901356534,3
88,88151,Dompaire,1087.0,22390.0,Faible,0.1283949861345753,0
49,49120,Denée,1427.0,24840.0,Élevé,0.1560223856510363,3
01,01203,Laiz,1299.0,24820.0,Élevé,0.1421205181081587,3
77,77396,Rupéreux,100.0,24380.0,Moyen,0.0110984940543754,3
58,58010,Arleuf,645.0,20140.0,Très faible,0.081388956398753,0
37,37266,Veigné,6568.0,26460.0,Élevé,0.6799757656495795,3
29,29237,La Roche-Maurice,1838.0,24340.0,Moyen,0.2042538741053626,3
78,78172,Conflans-Sainte-Honorine,35926.0,27320.0,Élevé,3.608611245826133,2
35,35035,Bovel,593.0,21420.0,Faible,0.0721063709839721,0
89,89310,La Postolle,145.0,23560.0,Moyen,0.016519047303607,3
09,09206,Montferrier,549.0,19410.0,Très faible,0.0707119255052216,0
26,26207,Montmiral,672.0,21270.0,Très faible,0.0820737937062943,0
42,42182,Renaison,3200.0,23970.0,Moyen,0.3598550475304981,3
39,39254,Gillois,133.0,26060.0,Élevé,0.0139600127539764,3
27,27517,Saint-Aubin-sur-Gaillon,2176.0,25050.0,Élevé,0.2362769010199291,3
74,74171,Massongy,1616.0,36790.0,Élevé,0.1074603800288117,2
33,33247,Listrac-de-Durèze,150.0,23370.0,Moyen,0.0171908359941076,3
76,76699,Le Torp-Mesnil,456.0,22370.0,Faible,0.0538948033370728,0
32,32169,Labarthe,146.0,24450.0,Moyen,0.0161671648176969,3
69,69055,Les Chères,1506.0,27560.0,Élevé,0.1499754987838523,3
57,57098,Bourgaltroff,231.0,22420.0,Faible,0.0272605684775125,0
02,02126,Brunehamel,453.0,17550.0,Très faible,0.0613674667030444,0
37,37096,Dierre,628.0,22650.0,Faible,0.0735931963696286,0
10,10020,Avant-lès-Marcilly,499.0,25030.0,Élevé,0.0542187603486018,3
76,76025,Argueil,348.0,20060.0,Très faible,0.0440119815384208,0
61,61389,Sainte-Gauburge-Sainte-Colombe,1017.0,19990.0,Très faible,0.1288764227468178,0
60,60513,Précy-sur-Oise,3259.0,27380.0,Élevé,0.3266514792522407,3
62,62426,Héninel,188.0,26300.0,Élevé,0.0195712048642583,3
43,43123,Lorlanges,410.0,22860.0,Moyen,0.0477378635734194,3
85,85054,La Chapelle-Hermier,1022.0,20870.0,Très faible,0.1262860213293009,0
70,70575,Voray-sur-l'Ognon,870.0,24360.0,Moyen,0.0966192735303485,3
23,23147,Nouzerolles,95.0,19760.0,Très faible,0.0121169314448302,0
14,14524,Putot-en-Auge,307.0,25410.0,Élevé,0.0329388319132975,3
50,50551,Saint-Sauveur-le-Vicomte,2062.0,21220.0,Très faible,0.2522091190351959,0
55,55512,Tilly-sur-Meuse,279.0,19310.0,Très faible,0.0360355841981207,0
01,01342,Sainte-Croix,547.0,30350.0,Élevé,0.0490023247516493,2
47,47103,Fréchou,226.0,21600.0,Faible,0.0273348452206671,0
43,43133,Mercoeur,145.0,18140.0,Très faible,0.0193363297575261,0
89,89298,Piffonds,592.0,23080.0,Moyen,0.0684619352619306,3
60,60652,Valdampierre,902.0,24700.0,Moyen,0.0990737040565596,3
69,69268,Vourles,3374.0,32340.0,Élevé,0.2781864779094449,2
62,62274,Dourges,5997.0,20460.0,Très faible,0.7498486722486557,0
16,16318,Saint-Front,361.0,20080.0,Très faible,0.0456302251385585,0
83,83007,Aups,2317.0,20730.0,Très faible,0.2874688123892828,0
18,18076,Coust,444.0,20080.0,Très faible,0.0561213849349583,0
88,88358,Pouxeux,1959.0,22160.0,Faible,0.2330096563652008,0
2B,2B037,Biguglia,7654.0,23730.0,Moyen,0.8673133982842729,3
80,80516,Marquaix,189.0,21120.0,Très faible,0.0231848831318466,0
54,54565,Vigneulles,232.0,26470.0,Élevé,0.0240103157032163,3
88,88431,Saint-Paul,154.0,20900.0,Très faible,0.0190128387680342,0
70,70218,Esmoulins,130.0,25320.0,Élevé,0.0139899815557511,3
62,62366,Gauchin-Légal,304.0,23260.0,Moyen,0.0349599694884904,3
86,86156,Messemé,240.0,22230.0,Faible,0.0284861347395635,0
39,39297,Longchaumois,1130.0,29070.0,Élevé,0.1064146982731071,2
43,43025,Beauzac,2971.0,23110.0,Moyen,0.3432622612014717,3
08,08156,Éteignières,482.0,21840.0,Faible,0.0578835218010335,0
81,81144,Lescure-d'Albigeois,4589.0,22770.0,Faible,0.5357953225935959,0
12,12265,Sébrazac,528.0,19700.0,Très faible,0.0674581954895711,0
02,02071,Berny-Rivière,641.0,23920.0,Moyen,0.072198356564539,3
62,62789,Senlecques,262.0,22110.0,Faible,0.0312100693946532,0
72,72101,Courcemont,677.0,21590.0,Faible,0.0819078540132139,0
30,30041,Blauzac,1228.0,24610.0,Moyen,0.1352770203402115,3
43,43121,Léotoing,212.0,21300.0,Faible,0.0258695285444183,0
50,50556,Sainte-Suzanne-sur-Vire,702.0,24620.0,Moyen,0.0773074637015471,3
77,77278,Marolles-en-Brie,412.0,25320.0,Élevé,0.0443374800074574,3
57,57635,Schalbach,374.0,24770.0,Élevé,0.0409854910376627,3
51,51199,Cuchery,408.0,25400.0,Élevé,0.0437900116573333,3
29,29142,Lothey,464.0,22870.0,Moyen,0.0540086561055376,3
64,64239,Gerderest,139.0,19650.0,Très faible,0.017783795264629,0
25,25018,Anteuil,605.0,23250.0,Moyen,0.0695966272267341,3
16,16382,Torsac,708.0,24750.0,Élevé,0.0776382676522376,3
58,58159,Marigny-sur-Yonne,191.0,22330.0,Faible,0.0226017461719548,0
49,49247,La Possonnière,2456.0,24480.0,Moyen,0.2716985908037049,3
76,76437,Meulers,570.0,22240.0,Faible,0.0676341367325261,0
62,62071,Bailleul-lès-Pernes,408.0,23080.0,Moyen,0.0471832256534927,3
77,77385,Rebais,2289.0,21460.0,Faible,0.2780048010106478,0
82,82022,Bourg-de-Visa,381.0,16950.0,Très faible,0.0524331789892722,0
31,31059,Belbèze-en-Comminges,113.0,21530.0,Faible,0.0136957782589027,0
81,81181,Montpinier,189.0,22670.0,Faible,0.0221347203950155,0
54,54155,Deuxville,395.0,24660.0,Moyen,0.0434425743047008,3
48,48072,Grèzes,222.0,23070.0,Moyen,0.0256811839457048,3
68,68315,Soultz-Haut-Rhin,7027.0,24370.0,Moyen,0.7801430800359739,3
35,35086,Combourtillé,613.0,21560.0,Faible,0.074230642820775,0
95,95651,Vétheuil,877.0,26390.0,Élevé,0.0910146415764359,3
19,19161,Perpezac-le-Blanc,442.0,21780.0,Faible,0.0531749785288949,0
63,63126,Le Crest,1290.0,29130.0,Élevé,0.1212048038188248,2
45,45280,Saint-Gondon,1063.0,24310.0,Moyen,0.1182437356425152,3
32,32046,Bernède,192.0,23020.0,Moyen,0.022245167617824,3
78,78620,Toussus-le-Noble,1157.0,35870.0,Élevé,0.0807536966663965,2
87,87166,Saint-Martin-le-Vieux,895.0,23840.0,Moyen,0.1010640483294505,3
72,72157,Lavardin,697.0,24950.0,Élevé,0.0759323043655655,3
80,80161,Cahon,208.0,23520.0,Moyen,0.0237261139562425,3
66,66070,Espira-de-Conflent,202.0,20240.0,Très faible,0.0254168419070841,0
10,10417,Villemoiron-en-Othe,204.0,23060.0,Moyen,0.0236062387491436,3
39,39214,Esserval-Tartre,123.0,26060.0,Élevé,0.0129103877348804,3
60,60112,Brunvillers-la-Motte,354.0,21620.0,Faible,0.0427911471924395,0
37,37094,Cussay,565.0,23130.0,Moyen,0.0652382457437529,3
93,93032,Gagny,40189.0,23090.0,Moyen,4.646222682825976,0
54,54579,Villers-sous-Prény,328.0,23630.0,Moyen,0.0372849175840672,3
02,02209,Condé-en-Brie,675.0,22080.0,Faible,0.0804802134262775,0
27,27107,Bourneville,1343.0,23390.0,Moyen,0.1538189976114621,3
57,57115,Brulange,97.0,22580.0,Faible,0.0113914426765083,0
19,19250,Salon-la-Tour,675.0,20840.0,Très faible,0.0834806783886523,0
63,63440,Valbeleix,138.0,19110.0,Très faible,0.0179229924623459,0
62,62460,Hubersent,269.0,23380.0,Moyen,0.0308192561447152,3
43,43098,Freycenet-la-Tour,110.0,17700.0,Très faible,0.0148424434052764,0
60,60241,Fontaine-Chaalis,328.0,36590.0,Élevé,0.0220464271428969,2
24,24328,Piégut-Pluviers,1183.0,20170.0,Très faible,0.1491489549291633,0
51,51254,Fontaine-Denis-Nuisy,232.0,25840.0,Élevé,0.024534267864388,3
07,07302,Saint-Vincent-de-Barrès,830.0,25130.0,Élevé,0.0898859720502666,3
70,70334,Marnay,1525.0,23800.0,Moyen,0.1724227765744109,3
24,24410,Saint-Front-la-Rivière,497.0,20850.0,Très faible,0.0614486979289075,0
80,80788,Vergies,173.0,21320.0,Faible,0.0210981081451112,0
25,25432,Orchamps-Vennes,2169.0,29140.0,Élevé,0.2037154394131897,2
43,43111,Landos,873.0,19420.0,Très faible,0.1124122585000494,0
24,24551,Thiviers,2865.0,20060.0,Très faible,0.3623400204240682,0
60,60130,Catenoy,1054.0,26400.0,Élevé,0.109345833495491,3
89,89335,Saint-Aubin-sur-Yonne,428.0,22870.0,Moyen,0.0498183293387286,3
59,59459,Petite-Forêt,5058.0,21250.0,Très faible,0.6181144948263833,0
2A,2A282,Soccia,157.0,21050.0,Très faible,0.0192987970596097,0
54,54574,Villers-la-Chèvre,557.0,33370.0,Élevé,0.0438680524246343,2
13,13085,Roquefort-la-Bédoule,5861.0,27130.0,Élevé,0.5927040696842725,3
79,79306,Saurais,185.0,22990.0,Moyen,0.0214540414379597,3
64,64383,Mialos,139.0,22480.0,Faible,0.0163736484280109,0
25,25611,La Vèze,486.0,25750.0,Élevé,0.0515518596212915,3
90,90084,Reppe,330.0,25250.0,Élevé,0.0355958386342802,3
51,51603,Vélye,225.0,23400.0,Moyen,0.0257620566930778,3
86,86078,Civray,2558.0,20090.0,Très faible,0.3232382621563321,0
39,39050,Besain,156.0,27280.0,Élevé,0.0156918940354847,3
54,54215,Frouard,6511.0,21730.0,Faible,0.7844753642848737,0
52,52289,Liffol-le-Petit,317.0,19390.0,Très faible,0.0408527464527682,0
74,74045,Le Bouchet-Mont-Charvin,249.0,22570.0,Faible,0.0292508769025545,0
32,32181,Laguian-Mazous,247.0,20980.0,Très faible,0.0304237826744056,0
14,14059,Benerville-sur-Mer,411.0,26170.0,Élevé,0.0429775201594573,3
60,60240,Fontaine-Bonneleau,234.0,22430.0,Faible,0.0276062134376943,0
09,09019,Artigat,558.0,21150.0,Très faible,0.0683905980423951,0
52,52453,Saint-Maurice,129.0,27480.0,Élevé,0.0128835018481208,3
68,68072,Dietwiller,1417.0,33030.0,Élevé,0.113326772976216,2
09,09005,Aleu,126.0,14500.0,Très faible,0.0184467295364235,0
85,85267,Sainte-Radégonde-des-Noyers,968.0,22690.0,Faible,0.1132978437620626,0
02,02736,Tartiers,164.0,21700.0,Faible,0.019777114908988,0
07,07199,Rosières,1296.0,20610.0,Très faible,0.1613514551895872,0
63,63435,Tourzel-Ronzières,199.0,21450.0,Faible,0.0241761837005987,0
81,81262,Saint-Marcel-Campes,220.0,22450.0,Faible,0.0259387865887111,0
