dep,codgeo,libgeo,population,revenu_median,categorie_revenu,pression_socioeco
55,55428,Réville-aux-Bois,128.0,20520.0,Très faible,0.01597724291362696
61,61463,La Sauvagère,1735.0,21970.0,Faible,0.20754811219039757
64,64212,Espéchède,149.0,22820.0,Moyen,0.01737000354347384
03,03095,Cusset,12909.0,20770.0,Très faible,1.5997609152086625
60,60623,Songeons,946.0,21830.0,Faible,0.113639330371759
01,01060,Brénod,518.0,24970.0,Élevé,0.05639461724013424
40,40102,Gabarret,1279.0,19890.0,Très faible,0.16253611905591459
01,01156,Faramans,877.0,26730.0,Élevé,0.08994573041457106
34,34233,Roqueredonde,212.0,17480.0,Très faible,0.028772630748874203
24,24445,Saint-Marcel-du-Périgord,141.0,20290.0,Très faible,0.017716186221390838
82,82180,Sérignac,516.0,21760.0,Faible,0.06211457172432109
35,35281,Saint-Jacques-de-la-Lande,13656.0,21730.0,Faible,1.6453379779871349
09,09192,Miglos,122.0,18620.0,Très faible,0.016059262792168343
09,09032,Ax-les-Thermes,1283.0,21740.0,Faible,0.15453577535247387
72,72279,Saint-Georges-de-la-Couée,161.0,21240.0,Très faible,0.019680827586539565
62,62078,Balinghem,1225.0,22480.0,Faible,0.1443001390238375
11,11343,Saint-Gaudéric,112.0,,,
25,25613,Viéthorey,92.0,,,
53,53080,Couptrain,124.0,17670.0,Très faible,0.0167448170566899
76,76510,Prétot-Vicquemare,232.0,21970.0,Faible,0.027752831140156912
54,54199,Flin,387.0,24690.0,Moyen,0.04252110534582583
53,53103,Le Genest-Saint-Isle,2126.0,22770.0,Faible,0.2482242004432305
50,50237,La Haye-Pesnel,1262.0,19720.0,Très faible,0.16114482818787718
87,87150,Saint-Hilaire-les-Places,820.0,21920.0,Faible,0.0982388793487486
79,79312,Séligné,114.0,21600.0,Faible,0.013788373252902919
30,30347,Vestric-et-Candiac,1342.0,22380.0,Faible,0.15856335288476453
25,25209,Échay,120.0,22400.0,Faible,0.014169937757795592
06,06163,Tende,2021.0,21070.0,Très faible,0.24828101928391588
21,21097,Boussey,36.0,,,
27,27455,Piencourt,166.0,22960.0,Moyen,0.01926850562719388
89,89287,Paron,4824.0,21060.0,Très faible,0.5928041210308672
15,15201,Saint-Martin-sous-Vigouroux,221.0,19870.0,Très faible,0.0281006628191285
40,40263,Saint-Jean-de-Lier,409.0,22470.0,Faible,0.04819323879942956
64,64160,Cambo-les-Bains,6669.0,22870.0,Moyen,0.7762580335513583
22,22016,Île-de-Bréhat,402.0,25130.0,Élevé,0.04353513345085205
71,71523,Simard,1177.0,20850.0,Très faible,0.14552337517570266
11,11056,Cabrespine,173.0,18240.0,Très faible,0.02300822493191142
21,21064,Benoisey,101.0,,,
81,81171,Montans,1544.0,23840.0,Moyen,0.17434959845885106
21,21344,Lechâtelet,227.0,23800.0,Moyen,0.02566555428353526
88,88027,Badménil-aux-Bois,139.0,22070.0,Faible,0.016577945319535128
83,83118,Saint-Raphaël,35950.0,25010.0,Élevé,3.9087186117112314
44,44223,Geneston,3697.0,24260.0,Moyen,0.41190167916386494
06,06124,Saint-Léger,52.0,,,
02,02747,Trefcon,82.0,,,
13,13081,Rognac,12175.0,24630.0,Moyen,1.3403304620769239
59,59629,Vred,1311.0,24320.0,Moyen,0.14578323623319675
88,88491,Les Vallois,121.0,21210.0,Très faible,0.014804193750379781
62,62608,Neuville-Bourjonval,169.0,21880.0,Faible,0.020271026572686972
88,88525,Vroville,131.0,23540.0,Moyen,0.014933496941769094
11,11265,Niort-de-Sault,38.0,,,
33,33412,Saint-Germain-d'Esteuil,1315.0,21580.0,Faible,0.15914437482156463
06,06081,Le Mas,99.0,,,
51,51118,Champigny,1586.0,28970.0,Élevé,0.14992581366512062
65,65343,Ossen,237.0,21570.0,Faible,0.028690790109577882
57,57351,Jury,1338.0,27620.0,Élevé,0.13295737772628863
91,91425,Montlhéry,8670.0,26310.0,Élevé,0.9022548702826727
86,86270,Thollet,159.0,20370.0,Très faible,0.01993222855166661
68,68202,Mertzen,192.0,26090.0,Élevé,0.020132152005611224
21,21291,Genay,371.0,22470.0,Faible,0.043715627370631706
17,17219,Marennes,6175.0,21900.0,Faible,0.740229403835946
18,18229,Saint-Palais,617.0,24520.0,Moyen,0.06816805459572342
62,62108,Berck,13298.0,20780.0,Très faible,1.6474914299730345
76,76514,Quévreville-la-Poterie,1032.0,25930.0,Élevé,0.10880223671306036
45,45315,Sully-sur-Loire,5161.0,20200.0,Très faible,0.6501277711260183
67,67214,Hurtigheim,1017.0,26900.0,Élevé,0.10368445439659121
79,79244,Saint-Cyr-la-Lande,378.0,22150.0,Faible,0.044974066110227466
47,47010,Antagnac,220.0,21310.0,Faible,0.026837850641953168
24,24210,Hautefort,818.0,21050.0,Très faible,0.1005504203487946
30,30168,Mialet,626.0,21220.0,Très faible,0.07656785088071417
42,42192,Rozier-Côtes-d'Aurec,426.0,22560.0,Faible,0.05005894010130283
30,30104,Domessargues,755.0,21640.0,Faible,0.09120947463582073
33,33487,Saint-Vincent-de-Paul,997.0,22830.0,Moyen,0.11619173306932225
28,28220,Luisant,6682.0,25250.0,Élevé,0.7207617992553349
63,63417,Sayat,2491.0,27580.0,Élevé,0.2478884494893763
80,80418,Hardecourt-aux-Bois,85.0,,,
14,14378,Longueville,277.0,22110.0,Faible,0.03299690542869831
10,10232,Merrey-sur-Arce,325.0,24420.0,Moyen,0.036023503473003426
21,21474,Pagny-la-Ville,413.0,21780.0,Faible,0.049686122471569304
21,21296,Gevrolles,171.0,22390.0,Faible,0.020198291287039913
62,62350,Fouquières-lès-Béthune,1115.0,25480.0,Élevé,0.11935147002486104
61,61445,Saint-Pierre-d'Entremont,659.0,21230.0,Très faible,0.08058055155566451
22,22371,Trémorel,1150.0,22430.0,Faible,0.13567156176644682
15,15211,Saint-Santin-Cantalès,288.0,18610.0,Très faible,0.037920715034158996
80,80174,Le Cardonnois,74.0,,,
30,30263,Saint-Hippolyte-du-Fort,3747.0,19830.0,Très faible,0.47697703228170346
04,04181,Saint-Jeannet,47.0,,,
11,11396,Trausse,603.0,19260.0,Très faible,0.07799144066071212
51,51523,Sarcy,268.0,27150.0,Élevé,0.027082763146408905
21,21471,Orret,14.0,,,
24,24271,Milhac-de-Nontron,495.0,20840.0,Très faible,0.06121916415167836
27,27624,Surville,868.0,26210.0,Élevé,0.09064071266338301
44,44141,La Remaudière,1282.0,22620.0,Faible,0.1503711156455581
04,04025,Beauvezer,389.0,20620.0,Très faible,0.048416391659534486
44,44117,Le Pallet,3335.0,24700.0,Moyen,0.3663090942667699
08,08240,Justine-Herbigny,165.0,19870.0,Très faible,0.02098013287400997
55,55489,Sivry-la-Perche,277.0,22140.0,Faible,0.032967115866168635
59,59344,Leval,2491.0,19140.0,Très faible,0.3232551106453682
62,62122,Beugny,359.0,21500.0,Faible,0.04354997446034337
69,69125,Marcilly-d'Azergues,942.0,30530.0,Élevé,0.08378007962360758
72,72300,Saint-Mars-la-Brière,2699.0,23200.0,Moyen,0.3109652491769
38,38080,Charancieu,758.0,24780.0,Élevé,0.08303967815009636
52,52353,Nogent,3548.0,20780.0,Très faible,0.4395623096363608
30,30053,Brignon,738.0,20090.0,Très faible,0.09325638681445395
22,22228,Plounévez-Moëdec,1467.0,20100.0,Très faible,0.18532291182447366
58,58218,Prémery,1830.0,20200.0,Très faible,0.2305238948189524
40,40231,Port-de-Lanne,1217.0,23390.0,Moyen,0.13938772903436292
62,62141,Blessy,901.0,22050.0,Faible,0.10752307791673517
22,22216,Plougonver,754.0,19580.0,Très faible,0.0966566986847179
51,51214,Dommartin-Varimont,137.0,22180.0,Faible,0.016285391023741342
30,30105,Dourbies,137.0,20960.0,Très faible,0.016884551972141955
49,49131,Épieds,714.0,21250.0,Très faible,0.08725459654132811
61,61479,Tanques,157.0,25660.0,Élevé,0.016704237291607364
51,51062,Binarville,91.0,,,
76,76152,Cailly,742.0,24210.0,Moyen,0.0828030106509136
60,60613,Senots,344.0,26500.0,Élevé,0.03556450761424301
05,05052,Eygliers,795.0,22550.0,Faible,0.09344835204591768
17,17142,Dompierre-sur-Mer,5961.0,26110.0,Élevé,0.6246130287432798
83,83071,La Londe-les-Maures,11442.0,24260.0,Moyen,1.2748117427624948
71,71564,Vendenesse-lès-Charolles,747.0,21570.0,Faible,0.09043046502892269
09,09223,Oust,565.0,19850.0,Très faible,0.07188156912281259
64,64400,Montaut,1115.0,22660.0,Faible,0.13062310918996847
67,67542,Wintzenheim-Kochersberg,523.0,26590.0,Élevé,0.0539017219719323
81,81051,Cahuzac-sur-Vère,1189.0,20900.0,Très faible,0.14679393048826478
57,57054,Baudrecourt,180.0,24190.0,Moyen,0.020099888941499666
23,23165,Royère-de-Vassivière,574.0,21430.0,Faible,0.06977547214545919
40,40144,Larbey,242.0,21150.0,Très faible,0.029660438577526205
01,01038,Bény,764.0,24250.0,Moyen,0.08514853541182375
78,78090,Bouafle,2213.0,28450.0,Élevé,0.21332183844810373
23,23249,Saint-Yrieix-la-Montagne,221.0,18700.0,Très faible,0.029027580651053517
66,66107,Maury,785.0,17280.0,Très faible,0.1071029769741537
79,79274,Saint-Martin-de-Mâcon,311.0,22800.0,Faible,0.036277808113900516
17,17111,Clion,838.0,20610.0,Très faible,0.10433064772289666
34,34043,Buzignargues,368.0,24990.0,Élevé,0.0400377456054613
44,44073,Héric,6472.0,24590.0,Moyen,0.713422382344144
06,06118,Saint-Cézaire-sur-Siagne,3924.0,25200.0,Élevé,0.42397021601252793
15,15054,Condat,968.0,20110.0,Très faible,0.1222506289659255
17,17260,Neuvicq,439.0,21070.0,Très faible,0.05393140399091493
78,78569,Sainte-Mesme,913.0,29320.0,Élevé,0.08516108215897825
79,79059,Le Busseau,733.0,20150.0,Très faible,0.09246690963564413
77,77241,Juilly,2020.0,26540.0,Élevé,0.2085484464171009
86,86290,La Villedieu-du-Clain,1524.0,22750.0,Faible,0.17804608525765914
85,85070,Coëx,3383.0,21870.0,Faible,0.4059016454353408
25,25626,Villers-Saint-Martin,224.0,24580.0,Moyen,0.024700028318223415
25,25090,Brères,72.0,,,
33,33053,Birac,233.0,22270.0,Faible,0.027621878947713004
45,45203,Meung-sur-Loire,6567.0,23980.0,Moyen,0.7382546175295267
2A,2A031,Bastelica,511.0,22770.0,Faible,0.0596625430039938
45,45121,Dammarie-sur-Loing,470.0,22420.0,Faible,0.05546522590662733
60,60063,Berneuil-en-Bray,808.0,26210.0,Élevé,0.08437522561291876
11,11169,Greffeil,92.0,,,
54,54497,Saxon-Sion,87.0,,,
10,10228,Mathaux,205.0,22250.0,Faible,0.02431720913861529
25,25318,Jougne,1859.0,39910.0,Élevé,0.10282729647884516
56,56012,Beignon,1947.0,23750.0,Moyen,0.22048481224645347
50,50647,Yquelon,1165.0,24770.0,Élevé,0.12766870871357525
84,84087,Orange,28949.0,20360.0,Très faible,3.6300823149923738
35,35063,La Chapelle-Saint-Aubert,456.0,23380.0,Moyen,0.052243794802937435
10,10279,Pars-lès-Chavanges,46.0,,,
15,15113,Mandailles-Saint-Julien,177.0,19940.0,Très faible,0.022461545234465603
46,46130,Grézels,231.0,23130.0,Moyen,0.026672627905852994
80,80301,Famechon,285.0,22780.0,Faible,0.03326536996995547
07,07173,Péreyres,50.0,,,
34,34142,Lodève,7289.0,18140.0,Très faible,0.9720172938110915
07,07048,Chalencon,339.0,19010.0,Très faible,0.0441497448221772
38,38425,Saint-Maurice-l'Exil,6555.0,21420.0,Faible,0.7970611497469429
59,59639,Wargnies-le-Grand,1101.0,26400.0,Élevé,0.1142217862225196
77,77294,Mitry-Mory,20627.0,22810.0,Faible,2.405377440905312
31,31267,Lahitère,57.0,,,
51,51122,Changy,117.0,23540.0,Moyen,0.013337550703717437
28,28396,Trizay-lès-Bonneval,313.0,23470.0,Moyen,0.0357593406736278
79,79101,Coulonges-sur-l'Autize,2345.0,22130.0,Faible,0.2791739069105036
57,57310,Hellering-lès-Fénétrange,190.0,23260.0,Moyen,0.02184998093030654
02,02289,Essises,411.0,24830.0,Élevé,0.044951804595990484
48,48058,La Fage-Montivernoux,140.0,16750.0,Très faible,0.01936715890767721
75,75119,Paris 19e  Arrondissement,181616.0,22870.0,Moyen,21.139732946688184
91,91457,La Norville,4312.0,28720.0,Élevé,0.4114811121992463
31,31543,Sénarens,118.0,21910.0,Faible,0.014141044391491244
25,25546,Silley-Bléfond,61.0,,,
17,17405,Saint-Sorlin-de-Conac,202.0,21870.0,Faible,0.024236515630487388
74,74295,La Vernaz,306.0,24720.0,Moyen,0.0335884307852592
68,68329,Stosswihr,1333.0,23850.0,Moyen,0.1504755404297325
68,68376,Wittenheim,15262.0,22170.0,Faible,1.8147634442098846
67,67018,Balbronn,673.0,25700.0,Élevé,0.07150828547104189
81,81291,Taïx,522.0,22280.0,Faible,0.061863780172627274
52,52131,Cirfontaines-en-Ornois,83.0,,,
47,47102,Francescas,732.0,20870.0,Très faible,0.09045143602059522
02,02069,Berlise,105.0,,,
57,57109,Breistroff-la-Grande,834.0,33810.0,Élevé,0.06436846938315442
12,12266,Ségur,546.0,20110.0,Très faible,0.06895541675144146
53,53253,Saint-Saturnin-du-Limet,516.0,21230.0,Très faible,0.06309493869912426
51,51066,Blaise-sous-Arzillières,321.0,20320.0,Très faible,0.040298072684992546
33,33409,Saint-Genis-du-Bois,86.0,,,
88,88350,Pleuvezain,74.0,,,
52,52145,Coublanc,119.0,22450.0,Faible,0.014030525472984655
33,33391,Saint-Côme,332.0,21340.0,Faible,0.04046505196569437
16,16113,La Couronne,7753.0,21210.0,Très faible,0.9485695384024335
67,67475,Sparsbach,238.0,25030.0,Élevé,0.025859849625184856
17,17194,La Jarrie,3414.0,25210.0,Élevé,0.3687446688244003
12,12067,Le Clapier,79.0,,,
57,57534,Peltre,1821.0,29680.0,Élevé,0.16750574221241363
31,31119,Castelnau-Picampeau,217.0,22170.0,Faible,0.025802887393103456
64,64408,Mouhous,64.0,,,
76,76034,Auffay,2526.0,21440.0,Faible,0.306970149795815
65,65304,Maubourguet,2245.0,20470.0,Très faible,0.2806282541449545
47,47001,Agen,32485.0,19160.0,Très faible,4.213223863408923
07,07165,Nonières,547.0,19570.0,Très faible,0.07014058248765499
03,03046,Buxières-les-Mines,1004.0,18870.0,Très faible,0.1312600537712286
02,02715,Serval,42.0,,,
28,28237,Marolles-les-Buis,207.0,22500.0,Faible,0.024368937584740822
22,22179,Fréhel,1608.0,24130.0,Moyen,0.17990486792467295
21,21223,Daix,1529.0,33340.0,Élevé,0.12058499450939286
50,50400,Picauville,3237.0,21060.0,Très faible,0.39778336230864786
85,85053,La Chapelle-aux-Lys,,20840.0,Très faible,
64,64558,Villefranque,2893.0,25430.0,Élevé,0.3101901111376954
67,67540,Wintershouse,854.0,27540.0,Élevé,0.0851070952983649
35,35204,Nouvoitou,3554.0,25160.0,Élevé,0.3845030247719549
65,65103,Bouilh-Péreuilh,115.0,22840.0,Moyen,0.01339813356854914
65,65074,Bazordan,109.0,19800.0,Très faible,0.01388695483768823
62,62322,Famechon,111.0,22410.0,Faible,0.013103213314720495
27,27050,Beaumontel,630.0,24420.0,Moyen,0.06983017596305278
46,46263,Saint-Daunès,702.0,21240.0,Très faible,0.08581329792391786
10,10440,Voigny,142.0,23980.0,Moyen,0.01596347733960603
91,91549,Sainte-Geneviève-des-Bois,35846.0,24370.0,Moyen,3.979651180727127
40,40209,Ondres,5855.0,24830.0,Élevé,0.6403718148650226
67,67535,Wimmenau,1049.0,24950.0,Élevé,0.11427975219437338
61,61162,La Ferrière-au-Doyen,156.0,23860.0,Moyen,0.017604448476017814
91,91064,Bièvres,4748.0,34800.0,Élevé,0.3496022759300336
16,16350,Saint-Séverin,803.0,20550.0,Très faible,0.10014587737268471
25,25556,Tallans,47.0,,,
08,08230,Houldizy,395.0,26680.0,Élevé,0.04058227443196635
85,85125,Loge-Fougereuse,392.0,21120.0,Très faible,0.04808716501420056
2B,2B097,Costa,50.0,,,
12,12231,Saint-Jean-du-Bruel,690.0,19720.0,Très faible,0.08810612634677913
32,32111,Courties,48.0,,,
65,65090,Betpouy,76.0,,,
15,15156,Prunet,686.0,22610.0,Faible,0.08048838673585249
89,89278,Noé,546.0,23920.0,Moyen,0.0614981321126963
35,35319,Saint-Thurial,2152.0,24030.0,Moyen,0.24153965203780617
02,02079,Besmont,142.0,20070.0,Très faible,0.01795382161249696
62,62200,Cambrin,1228.0,23470.0,Moyen,0.14029543241921708
16,16166,L' Isle-d'Espagnac,5662.0,22380.0,Faible,0.6689908375808769
63,63196,Limons,738.0,20900.0,Très faible,0.09111347409616435
58,58183,Mouron-sur-Yonne,91.0,,,
95,95110,Brignancourt,223.0,27320.0,Élevé,0.022399385064277338
32,32125,Espas,129.0,21950.0,Faible,0.015440779853149803
37,37272,Villandry,1136.0,26000.0,Élevé,0.1194817411081737
59,59424,Neuf-Mesnil,1305.0,18560.0,Très faible,0.17206214721334168
17,17175,Germignac,641.0,22310.0,Faible,0.07589789043051322
10,10272,Ormes,174.0,23710.0,Moyen,0.019729293878404927
57,57018,Amelécourt,121.0,24140.0,Moyen,0.013533279959327547
84,84112,Saint-Martin-de-Castillon,703.0,21950.0,Faible,0.08414626540127372
17,17255,Nancras,795.0,21700.0,Faible,0.09587077044296038
28,28268,Morainville,15.0,,,
18,18197,Saint-Amand-Montrond,9459.0,20480.0,Très faible,1.1820496260902293
27,27313,La Harengère,608.0,25380.0,Élevé,0.06529929463062187
79,79128,François,953.0,27610.0,Élevé,0.09473399930291422
23,23073,Dontreix,412.0,20510.0,Très faible,0.05144151994203006
24,24148,Cunèges,305.0,21640.0,Faible,0.036846211607848116
89,89022,Athie,132.0,23100.0,Moyen,0.015255697408696508
09,09071,Cadarcet,216.0,20770.0,Très faible,0.02676801903207616
14,14211,Culey-le-Patry,373.0,22170.0,Faible,0.0443524285604958
88,88180,Frain,126.0,21190.0,Très faible,0.015424970951735142
33,33035,Bayon-sur-Gironde,732.0,20980.0,Très faible,0.09016278914034383
32,32091,Castin,353.0,25610.0,Élevé,0.03762120625565671
03,03176,Monétay-sur-Allier,540.0,21810.0,Faible,0.06490683237962927
50,50058,Blainville-sur-Mer,1606.0,24830.0,Élevé,0.17565109046511124
55,55049,Beurey-sur-Saulx,424.0,22370.0,Faible,0.050112711874822094
40,40121,Hauriet,276.0,21560.0,Faible,0.03342195337444356
33,33352,La Réole,4396.0,18000.0,Très faible,0.5884303966685086
47,47245,Saint-Géraud,88.0,,,
31,31502,Saint-Marcet,367.0,21490.0,Faible,0.04453360358940669
32,32120,Encausse,438.0,25140.0,Élevé,0.0474181007602249
16,16316,Saint-Fort-sur-le-Né,384.0,24630.0,Moyen,0.04227407781827834
86,86200,Pressac,555.0,20860.0,Très faible,0.06859987778493211
27,27446,Ormes,470.0,24910.0,Élevé,0.05126995213665462
36,36076,Fontgombault,256.0,21620.0,Faible,0.030945010399052335
12,12095,Escandolières,232.0,21310.0,Faible,0.028301733404241525
72,72039,Bonnétable,3735.0,20540.0,Très faible,0.46594317189909834
45,45029,Beaulieu-sur-Loire,1767.0,22120.0,Faible,0.21042594166129944
29,29243,Saint-Coulitz,465.0,23390.0,Moyen,0.053258253082151825
89,89433,Vault-de-Lugny,265.0,23170.0,Moyen,0.030560470522691594
68,68145,Horbourg-Wihr,6301.0,25580.0,Élevé,0.6722108347706062
93,93013,Le Bourget,14832.0,17230.0,Très faible,2.0262907751842545
26,26141,Gigors-et-Lozeron,214.0,19180.0,Très faible,0.02773992591451229
27,27475,La Poterie-Mathieu,163.0,22870.0,Moyen,0.018972868416384975
33,33477,Saint-Seurin-de-Cursac,770.0,21280.0,Faible,0.09401528577805575
17,17202,Landes,572.0,20460.0,Très faible,0.07152133408808255
08,08140,Dom-le-Mesnil,1057.0,22400.0,Faible,0.12481353508324951
25,25534,Sarrageois,192.0,37460.0,Élevé,0.012306423174712094
40,40240,Renung,500.0,23830.0,Moyen,0.05647828611973021
43,43256,Venteuges,342.0,20280.0,Très faible,0.042983435054544425
55,55134,Couvonges,151.0,25070.0,Élevé,0.016385227283242102
63,63359,Saint-Hilaire-les-Monges,86.0,,,
52,52470,Serqueux,368.0,21200.0,Très faible,0.045037516802980196
57,57197,Ernestviller,508.0,24050.0,Moyen,0.05698130313707839
01,01393,Sandrans,567.0,25970.0,Élevé,0.05969667015625402
59,59295,Hazebrouck,21498.0,21160.0,Très faible,2.6341058245107583
67,67416,Rott,468.0,25420.0,Élevé,0.050196165667323996
66,66220,Valcebollère,35.0,,,
70,70506,Trémoins,388.0,23490.0,Moyen,0.044300054853088036
71,71434,Saint-Julien-de-Jonzy,340.0,22000.0,Faible,0.04063568772699549
60,60454,La Neuville-en-Hez,946.0,26280.0,Élevé,0.0985484613728235
02,02056,Beaumont-en-Beine,176.0,22300.0,Faible,0.020845667592362803
41,41030,Cellé,225.0,22310.0,Faible,0.026641225190117742
23,23215,Saint-Martial-le-Vieux,147.0,19380.0,Très faible,0.018949603162375643
80,80688,Rue,3111.0,20290.0,Très faible,0.3908869172677086
68,68205,Meyenheim,2016.0,28240.0,Élevé,0.19584970438279226
37,37053,Chanceaux-près-Loches,115.0,23750.0,Moyen,0.013022985828629766
02,02380,Hinacourt,27.0,,,
17,17413,Saint-Vivien,1393.0,25390.0,Élevé,0.14955848075628606
95,95176,Cormeilles-en-Parisis,26741.0,28650.0,Élevé,2.55852296497737
25,25517,Saint-Gorgon-Main,267.0,26980.0,Élevé,0.02714442144671099
54,54109,Ceintrey,932.0,25850.0,Élevé,0.09852666588062373
54,54119,Charey,90.0,,,
63,63003,Ambert,6616.0,21990.0,Faible,0.7909598458449576
34,34288,Saint-Sériès,973.0,27150.0,Élevé,0.09832659903528307
24,24190,Fouleix,269.0,22190.0,Faible,0.03196678163946533
79,79133,Germond-Rouvre,1193.0,24160.0,Moyen,0.13334589671388974
18,18154,Mornay-Berry,170.0,22110.0,Faible,0.02025080838584373
27,27284,Gisors,11919.0,20550.0,Très faible,1.486474112584096
2B,2B317,Santa-Reparata-di-Moriani,57.0,,,
57,57251,Goin,348.0,25360.0,Élevé,0.03740020426649256
71,71450,Saint-Martin-de-Commune,101.0,21260.0,Très faible,0.012339116413011804
36,36174,Roussines,358.0,20950.0,Très faible,0.044134509486346736
50,50129,Cherbourg-Octeville,77808.0,22650.0,Faible,9.118056406254887
34,34098,Ferrals-les-Montagnes,150.0,17330.0,Très faible,0.020438651114671018
35,35055,Chantepie,10232.0,24870.0,Élevé,1.1176249472798232
32,32073,Campagne-d'Armagnac,211.0,23350.0,Moyen,0.024196903757328195
2B,2B102,Crocicchia,80.0,,,
27,27177,Coudres,546.0,23910.0,Moyen,0.06151770503825732
77,77352,Ozouer-le-Voulgis,1970.0,27940.0,Élevé,0.19349951940151047
90,90104,Vézelois,1003.0,26290.0,Élevé,0.10445041538644857
19,19134,Merlines,712.0,22130.0,Faible,0.08476410307901004
33,33212,Labescau,127.0,21880.0,Faible,0.01523325665521447
972,972213,Le Lamentin,39641.0,,,
60,60086,Boran-sur-Oise,2127.0,25700.0,Élevé,0.22600018305632408
57,57379,Landroff,271.0,21230.0,Très faible,0.03313707051833852
66,66216,Trilla,76.0,,,
57,57477,Montbronn,1587.0,22890.0,Moyen,0.18460979056406118
02,02822,Vivières,403.0,25300.0,Élevé,0.043397836189132864
49,49023,Beaupréau,23639.0,21990.0,Faible,2.82610335488648
07,07099,Gras,603.0,22750.0,Faible,0.07044736837950687
01,01386,Saint-Sorlin-en-Bugey,1125.0,26690.0,Élevé,0.11554209834951155
42,42276,Saint-Priest-la-Prugne,422.0,20430.0,Très faible,0.05281112286141466
51,51337,Magneux,268.0,24700.0,Moyen,0.02943653291259201
33,33505,La Sauve,1586.0,22210.0,Faible,0.18835958311435136
64,64162,Camou-Cihigue,103.0,,,
52,52051,Bize,81.0,,,
77,77129,Coulombs-en-Valois,572.0,24540.0,Moyen,0.06315530647686188
87,87095,Meuzac,727.0,21310.0,Faible,0.08868689734863616
80,80657,Quiry-le-Sec,315.0,23990.0,Moyen,0.035400647096405315
88,88170,Ferdrupt,725.0,21320.0,Faible,0.08841692719772046
51,51605,Venteuil,504.0,25770.0,Élevé,0.053425053123608554
76,76218,Doudeauville,107.0,21660.0,Faible,0.01291870443585141
89,89299,Pimelles,61.0,,,
09,09234,Pradières,123.0,21060.0,Très faible,0.015115030449170121
30,30017,Arrigas,213.0,21030.0,Très faible,0.026197715602130883
08,08417,Sévigny-la-Forêt,277.0,24600.0,Moyen,0.03052437173873566
30,30355,Saint-Paul-les-Fonts,1038.0,23980.0,Moyen,0.11669077097542999
41,41273,Vievy-le-Rayé,461.0,21500.0,Faible,0.0559235048084075
01,01277,Nivollet-Montgriffon,115.0,23550.0,Moyen,0.013105435881359295
18,18090,Étréchy,411.0,21130.0,Très faible,0.05040318699537314
2B,2B030,Barrettali,146.0,18520.0,Très faible,0.019270799889530694
15,15219,Salers,316.0,22750.0,Faible,0.03691769221877971
40,40250,Saint-Avit,698.0,24500.0,Moyen,0.07716722691620886
01,01250,Misérieux,1994.0,27460.0,Élevé,0.1992879432773119
29,29181,Plouédern,3046.0,24500.0,Moyen,0.3367498183191579
16,16034,Bazac,146.0,18760.0,Très faible,0.0191451890265897
31,31462,Rouffiac-Tolosan,2008.0,32540.0,Élevé,0.1641200562645469
40,40149,Lencouacq,375.0,21110.0,Très faible,0.046015195189107384
52,52009,Andilly-en-Bassigny,105.0,22130.0,Faible,0.012500324190022546
21,21417,Missery,105.0,22160.0,Faible,0.012489032117583504
50,50553,Saint-Senier-de-Beuvron,333.0,21550.0,Faible,0.040336250644191225
72,72112,Dangeul,483.0,21560.0,Faible,0.05848841840527623
41,41049,Chémery,931.0,21250.0,Très faible,0.11377315039212393
02,02667,Saconin-et-Breuil,197.0,26620.0,Élevé,0.02028213940588095
972,972223,Saint-Esprit,10270.0,,,
62,62667,Le Portel,8897.0,18620.0,Très faible,1.1711414841141126
57,57108,Breidenbach,312.0,22290.0,Faible,0.03696486798808061
72,72002,Aillières-Beauvoir,199.0,22550.0,Faible,0.0233914742857077
64,64362,Luxe-Sumberraute,414.0,23350.0,Moyen,0.04747638936271978
11,11110,Coustouge,115.0,18270.0,Très faible,0.01528211727341897
16,16131,Esse,503.0,20610.0,Très faible,0.06262328854966231
43,43057,La Chapelle-Bertin,49.0,,,
80,80050,Bacouel-sur-Selle,471.0,29330.0,Élevé,0.043916160238009525
42,42242,Saint-Joseph,1972.0,25430.0,Élevé,0.21143964713568447
33,33328,Pomerol,598.0,23330.0,Moyen,0.06861988088468127
57,57564,Réchicourt-le-Château,559.0,19640.0,Très faible,0.07153904292549489
26,26035,Beaufort-sur-Gervanne,476.0,20380.0,Très faible,0.059654262150871835
45,45243,Ouzouer-sous-Bellegarde,314.0,24040.0,Moyen,0.035231982966799906
31,31297,Lévignac,2206.0,27650.0,Élevé,0.21897350277992111
01,01299,Le Plantay,579.0,25540.0,Élevé,0.06185259564373527
77,77143,Crégy-lès-Meaux,5354.0,24800.0,Élevé,0.5861523375594405
40,40011,Arsague,335.0,23210.0,Moyen,0.03858501152421594
48,48121,Prunières,229.0,22020.0,Faible,0.027352912536569667
67,67538,Wingen-sur-Moder,1574.0,23570.0,Moyen,0.17926068207791218
14,14654,Saint-Pierre-sur-Dives,7288.0,20720.0,Très faible,0.9044790859225235
62,62895,Wingles,8742.0,19250.0,Très faible,1.1309952629175384
26,26358,Upie,1524.0,25570.0,Élevé,0.16263982688310868
55,55525,Vadelaincourt,75.0,,,
86,86183,Les Ormes,1615.0,21630.0,Faible,0.19516160492099083
17,17108,Clam,407.0,23700.0,Moyen,0.04616299587058732
24,24263,Mazeyrolles,304.0,20310.0,Très faible,0.038174804587962005
