dep,codgeo,libgeo,population,revenu_median,categorie_revenu,pression_socioeco
52,52126,Choilley-Dardenay,155.0,23700.0,Moyen,0.017580502112877237
06,06050,Coursegoules,526.0,21460.0,Faible,0.06388402155159491
23,23076,Évaux-les-Bains,1291.0,20870.0,Très faible,0.15952568839151424
89,89055,Brienon-sur-Armançon,3110.0,19430.0,Très faible,0.4003491362538929
57,57336,L' Hôpital,5182.0,20080.0,Très faible,0.6550022899390863
02,02397,Jussy,1219.0,21880.0,Faible,0.1462152745094995
24,24376,Saint-Aulaye,1414.0,20450.0,Très faible,0.17685342732100193
72,72049,La Bruère-sur-Loir,250.0,20770.0,Très faible,0.030981503509347405
79,79156,Louin,682.0,20430.0,Très faible,0.08534878149640945
36,36194,Saint-Genou,937.0,20550.0,Très faible,0.11685764271258478
87,87199,Vayres,717.0,19040.0,Très faible,0.0933015551042101
08,08155,Étalle,98.0,,,
37,37200,Rivarennes,985.0,21700.0,Faible,0.11878328161800754
11,11279,Pennautier,2795.0,21860.0,Faible,0.3354519827934971
62,62022,Alincthun,301.0,21730.0,Faible,0.03626587078017923
36,36134,Mouhet,404.0,18980.0,Très faible,0.052658482720317985
78,78006,Adainville,646.0,30450.0,Élevé,0.057639541340652176
24,24136,Coubjours,111.0,20150.0,Très faible,0.014002492455056614
79,79329,Thouars,14000.0,20280.0,Très faible,1.7595558209462632
65,65046,Aulon,97.0,,,
14,14712,Troarn,3446.0,23510.0,Moyen,0.3932013619435245
81,81004,Albi,49714.0,21650.0,Faible,6.004029544862244
39,39030,Authume,856.0,24890.0,Élevé,0.09343813540894905
02,02688,Saint-Pierre-lès-Franqueville,43.0,,,
74,74063,Châtel,1193.0,26560.0,Élevé,0.12308194058453326
78,78384,Médan,1322.0,37290.0,Élevé,0.08554049579293015
61,61494,Trun,1202.0,20310.0,Très faible,0.1509411681405603
28,28249,Mévoisins,619.0,27120.0,Élevé,0.06261966791691201
10,10104,Cormost,299.0,25550.0,Élevé,0.03193043192056631
65,65211,Guchan,151.0,25750.0,Élevé,0.016017141569578255
56,56256,Tréhorenteuc,114.0,20890.0,Très faible,0.014078525742812853
08,08301,Montgon,69.0,,,
51,51009,Anglure,797.0,21190.0,Très faible,0.09756906228994372
31,31285,Lavalette,803.0,31140.0,Élevé,0.06966169107269243
89,89271,Moulins-en-Tonnerrois,106.0,22490.0,Faible,0.012482579504761194
21,21179,Clénay,917.0,29080.0,Élevé,0.08632312603257848
65,65054,Avezac-Prat-Lahitte,591.0,21780.0,Faible,0.0711004803406718
29,29184,Plouénan,2567.0,21400.0,Faible,0.3123207280437736
03,03066,Châtel-Montagne,321.0,17980.0,Très faible,0.042990748015743055
17,17104,Chevanceaux,1112.0,21170.0,Très faible,0.13621121528548608
43,43245,Thoras,226.0,16920.0,Très faible,0.031126400515057308
02,02007,Aizelles,120.0,22340.0,Faible,0.014195748209084839
24,24327,Pezuls,123.0,24700.0,Moyen,0.013510050553167226
46,46115,Frayssinhes,160.0,20440.0,Très faible,0.020017438888770136
32,32315,Peyrusse-Grande,150.0,21620.0,Faible,0.01813184203069473
51,51089,Brouillet,64.0,,,
57,57213,Filstroff,770.0,22910.0,Moyen,0.08951602224845415
74,74302,Les Villards-sur-Thônes,1105.0,26130.0,Élevé,0.11570628149799037
36,36171,Reuilly,1995.0,21580.0,Faible,0.2414395648433623
21,21566,Saint-Pierre-en-Vaux,138.0,21260.0,Très faible,0.016859386782134937
63,63224,Ménétrol,1642.0,25140.0,Élevé,0.17776374759883398
62,62103,Béhagnies,127.0,23610.0,Moyen,0.014445643564553351
25,25152,La Chevillotte,152.0,26190.0,Élevé,0.015883464940609375
72,72145,Le Grez,388.0,21320.0,Faible,0.04731830034857316
80,80110,Boismont,472.0,23410.0,Moyen,0.05402614985585587
51,51650,Voilemont,47.0,,,
31,31422,Plagne,94.0,,,
27,27458,Pîtres,2596.0,22380.0,Faible,0.30672910885905263
42,42257,Saint-Martin-d'Estréaux,845.0,19070.0,Très faible,0.10986702537228876
72,72198,La Milesse,2642.0,26140.0,Élevé,0.27655324990841984
10,10070,Celles-sur-Ource,483.0,28650.0,Élevé,0.04621243005437604
95,95680,Villiers-le-Bel,28836.0,16190.0,Très faible,4.046969067735662
61,61426,Saint-Martin-du-Vieux-Bellême,546.0,22160.0,Faible,0.06494296701143422
70,70265,Germigney,144.0,21420.0,Faible,0.017509810154623915
60,60474,Ognolles,286.0,20770.0,Très faible,0.03544284001469343
11,11141,Ferran,127.0,26110.0,Élevé,0.013307474358395662
64,64512,Sauvelade,268.0,21210.0,Très faible,0.03278945392646101
18,18046,Chambon,158.0,21080.0,Très faible,0.019404727453442665
58,58269,Saint-Sulpice,418.0,21600.0,Faible,0.050557368593977366
17,17397,Saint-Savinien,2453.0,20950.0,Très faible,0.3024076865084038
76,76421,Mélamare,928.0,26190.0,Élevé,0.09697273332161511
88,88002,Ahéville,70.0,,,
40,40224,Peyrehorade,3673.0,21300.0,Faible,0.44820178463985144
18,18060,Chaumont,47.0,,,
70,70405,Pennesières,195.0,21860.0,Faible,0.023403626706523052
08,08428,Sorcy-Bauthémont,145.0,24080.0,Moyen,0.016248754522050216
14,14449,Monts-en-Bessin,406.0,24700.0,Moyen,0.044594150606389375
11,11338,Saint-Couat-du-Razès,38.0,,,
64,64081,Aussurucq,236.0,22040.0,Faible,0.028172107582211094
14,14543,Rots,2508.0,27800.0,Élevé,0.24760224026285776
49,49222,Mozé-sur-Louet,2040.0,24540.0,Moyen,0.22523920491747942
29,29026,Châteaulin,5144.0,21880.0,Faible,0.6170068679875845
41,41153,Montrouveau,145.0,22160.0,Faible,0.017246758638567696
05,05063,La Grave,477.0,19800.0,Très faible,0.06077135282180997
02,02265,Dohis,88.0,,,
80,80021,Amiens,133625.0,19650.0,Très faible,17.096112534072358
11,11175,Issel,484.0,21860.0,Faible,0.058089001671575165
12,12096,Espalion,4624.0,21900.0,Faible,0.5543029576254923
68,68050,Bréchaumont,405.0,25480.0,Élevé,0.04335187924669841
31,31287,Lavernose-Lacasse,3465.0,24630.0,Moyen,0.381457499063371
21,21580,Salmaise,131.0,21700.0,Faible,0.015797573494374606
82,82066,Génébrières,610.0,23070.0,Moyen,0.07056541534630614
52,52075,Briaucourt,173.0,23960.0,Moyen,0.019460865184996776
32,32347,Roquefort,274.0,23390.0,Moyen,0.031382282461310966
44,44163,Saint-Herblon,4828.0,23100.0,Moyen,0.5579886900695965
62,62421,Havrincourt,373.0,21230.0,Très faible,0.045609325842584016
38,38325,Proveysieux,517.0,27350.0,Élevé,0.05187481289304827
51,51143,Le Chemin,60.0,,,
26,26104,Cornillac,91.0,,,
22,22342,Trébédan,435.0,20390.0,Très faible,0.054500381050446745
65,65095,Bonnefont,324.0,21470.0,Faible,0.03933899933250302
66,66086,Glorianes,19.0,,,
80,80725,Salouël,4099.0,26820.0,Élevé,0.419073830011562
2B,2B047,Calacuccia,270.0,17950.0,Très faible,0.03618947901393287
63,63353,Saint-Germain-l'Herm,487.0,21160.0,Très faible,0.05967111063990787
91,91667,Villemoisson-sur-Orge,7120.0,30300.0,Élevé,0.6391126591684466
77,77446,Savins,593.0,24970.0,Élevé,0.06455986104903398
35,35331,Talensac,2516.0,24770.0,Élevé,0.2757205760715496
41,41040,La Chapelle-Vendômoise,798.0,25250.0,Élevé,0.08607720978835039
34,34048,Campagne,305.0,22300.0,Faible,0.036124594407219636
28,28332,Sainte-Gemme-Moronval,1094.0,26470.0,Élevé,0.11322105766947715
71,71315,Mont-lès-Seurre,186.0,22250.0,Faible,0.022063419023328992
86,86008,Arçay,337.0,21690.0,Faible,0.0406516400198062
08,08287,Ménil-Lépinois,140.0,28830.0,Élevé,0.013304570682625623
28,28087,Châtaincourt,234.0,26510.0,Élevé,0.02418374759674049
76,76361,Heuqueville,720.0,27640.0,Élevé,0.0714949500712091
95,95353,Maffliers,1806.0,28980.0,Élevé,0.1706578435761127
36,36069,Écueillé,1192.0,19580.0,Très faible,0.15280475441934185
02,02206,Colonfay,73.0,,,
06,06073,Isola,653.0,21710.0,Faible,0.07872327449830925
25,25222,Étalans,1618.0,24050.0,Moyen,0.18148769384998592
91,91001,Abbéville-la-Rivière,332.0,26590.0,Élevé,0.03421677188275626
37,37281,Vouvray,3346.0,26470.0,Élevé,0.346286708374836
54,54478,Saint-Marcel,150.0,25050.0,Élevé,0.016287470198984084
33,33086,Camiac-et-Saint-Denis,362.0,22700.0,Faible,0.042356671262403923
01,01116,Contrevoz,493.0,23210.0,Moyen,0.05678331546698046
63,63443,Varennes-sur-Morge,430.0,27060.0,Élevé,0.04359241831357456
60,60064,Berneuil-sur-Aisne,961.0,24350.0,Moyen,0.1067598772112518
35,35208,Orgères,5471.0,24350.0,Moyen,0.607786980460727
86,86022,Berrie,250.0,21480.0,Faible,0.030345204189369486
77,77209,Gouvernes,1178.0,33280.0,Élevé,0.09315665809850021
39,39579,Viry,883.0,27390.0,Élevé,0.08847195364595516
78,78513,La Queue-les-Yvelines,2381.0,29530.0,Élevé,0.22029797325739853
64,64029,Aramits,659.0,21690.0,Faible,0.07949385986068927
51,51384,Morangis,381.0,27300.0,Élevé,0.03829711744879382
65,65289,Luby-Betmont,107.0,,,
61,61244,Mahéru,272.0,23760.0,Moyen,0.03079244195365369
38,38276,Nivolas-Vermelle,2632.0,23800.0,Moyen,0.29758475275006524
24,24523,Saussignac,418.0,23400.0,Moyen,0.04786017643425125
04,04057,Clamensane,178.0,18900.0,Très faible,0.023252062000896762
21,21300,Gissey-sur-Ouche,355.0,26120.0,Élevé,0.037185332259509575
973,973304,Kourou,24612.0,,,
64,64473,Sainte-Colome,358.0,21860.0,Faible,0.04296665826120642
83,83109,La Roque-Esclapon,245.0,20580.0,Très faible,0.03052874517631523
71,71403,Saint-Denis-de-Vaux,270.0,27740.0,Élevé,0.026713817084368745
50,50230,Hardinvast,910.0,26550.0,Élevé,0.0939174211502507
67,67458,Schweighouse-sur-Moder,5050.0,24870.0,Élevé,0.5516033995077313
61,61255,Mauves-sur-Huisne,526.0,20720.0,Très faible,0.06527936322657071
16,16098,La Chèvrerie,138.0,24290.0,Moyen,0.015360444823512025
64,64147,Briscous,2876.0,23940.0,Moyen,0.32372901920931796
06,06134,Séranon,535.0,19730.0,Très faible,0.0682949918290779
77,77245,Laval-en-Brie,395.0,24700.0,Moyen,0.043385934703260604
10,10100,Clérey,1142.0,22690.0,Faible,0.13366336526474748
57,57455,Mégange,141.0,21860.0,Faible,0.01692262238779359
76,76677,Smermesnil,365.0,19350.0,Très faible,0.04709098913798273
60,60169,Courcelles-lès-Gisors,810.0,25840.0,Élevé,0.08565843521618238
33,33066,Bourdelles,96.0,,,
32,32435,Sirac,163.0,24770.0,Élevé,0.017862660532457306
08,08280,Marvaux-Vieux,72.0,,,
41,41068,Courmemin,495.0,20410.0,Très faible,0.06198218561791667
80,80422,Hautvillers-Ouville,558.0,24290.0,Moyen,0.06210962472115733
18,18211,Saint-Georges-sur-Moulon,708.0,23150.0,Moyen,0.08169911198841218
70,70313,Lyoffans,427.0,22710.0,Faible,0.04994684387743968
43,43244,Tence,3123.0,21260.0,Très faible,0.38153525304787983
89,89273,Moutiers-en-Puisaye,271.0,20800.0,Très faible,0.03355480550288514
76,76353,Héberville,102.0,24290.0,Moyen,0.011353372260856715
48,48008,Arzenc-de-Randon,187.0,19740.0,Très faible,0.02386463004482818
73,73075,La Chapelle-Blanche,583.0,27980.0,Élevé,0.05718047378619373
35,35101,Dourdain,1224.0,23050.0,Moyen,0.14168131026205347
77,77173,Étrépilly,822.0,25840.0,Élevé,0.08692744907123692
81,81185,Montvalen,241.0,23320.0,Moyen,0.027663139821926783
01,01418,Thil,1156.0,30620.0,Élevé,0.10243996047026144
76,76107,Bois-Guilbert,293.0,21940.0,Faible,0.03508142200094597
17,17234,Migré,360.0,19520.0,Très faible,0.046226518259038084
53,53015,La Baconnière,1961.0,22560.0,Faible,0.23043563741468276
57,57048,Bannay,71.0,,,
63,63170,La Goutelle,619.0,22040.0,Faible,0.07389209573469774
54,54531,Tramont-Saint-André,61.0,,,
74,74069,Chênex,799.0,44990.0,Élevé,0.02964491645890364
81,81271,Saint-Sulpice-la-Pointe,9576.0,24520.0,Moyen,1.0579858846169325
83,83125,Seillons-Source-d'Argens,2617.0,24890.0,Élevé,0.28566308453880795
51,51501,Sainte-Marie-à-Py,195.0,24350.0,Moyen,0.021663034397704575
24,24026,Bassillac,4363.0,23300.0,Moyen,0.5011189454386461
57,57448,Marsal,239.0,21050.0,Très faible,0.02937842354934219
14,14137,Carpiquet,3133.0,22140.0,Faible,0.37287355237800124
52,52023,Auberive,147.0,21300.0,Faible,0.017937833471837236
25,25170,Courcelles-lès-Montbéliard,1405.0,24560.0,Moyen,0.15502724936243995
60,60425,Montreuil-sur-Brêche,489.0,24370.0,Moyen,0.054289165524063085
70,70471,Sainte-Reine,23.0,,,
22,22034,Cavan,1528.0,22720.0,Faible,0.17867772435726537
65,65133,Castéra-Lou,229.0,24290.0,Moyen,0.025489433801335178
27,27226,Étrépagny,3684.0,21790.0,Faible,0.44307296118588635
89,89311,Pourrain,1320.0,24230.0,Moyen,0.14720990892820976
04,04072,Draix,112.0,,,
65,65327,Nestier,186.0,20720.0,Très faible,0.023083577110536414
64,64151,Burgaronne,99.0,23900.0,Moyen,0.011157858092340683
11,11098,Conilhac-Corbières,900.0,20410.0,Très faible,0.11269488294166669
10,10397,Vauchonvilliers,170.0,21350.0,Faible,0.020713962595089633
48,48100,Montbel,137.0,17110.0,Très faible,0.018775346768324225
91,91067,Blandy,111.0,24240.0,Moyen,0.012375035957722672
23,23171,Sermur,105.0,15280.0,Très faible,0.015078680730271101
45,45308,Semoy,3211.0,26890.0,Élevé,0.32748067584775675
80,80721,Saint-Valery-sur-Somme,2394.0,23260.0,Moyen,0.27530975972186245
51,51535,Sézanne,4783.0,21260.0,Très faible,0.5843365723112421
38,38342,Roissard,318.0,23220.0,Moyen,0.03661556654729949
32,32148,Giscaro,97.0,,,
64,64380,Méracq,233.0,21680.0,Faible,0.02811467932809253
35,35068,Châteaubourg,7512.0,24830.0,Élevé,0.8216008664843809
85,85187,Réaumur,859.0,21970.0,Faible,0.10275724978187409
53,53122,Jublains,763.0,21800.0,Faible,0.09173830210445816
14,14322,Guéron,246.0,25900.0,Élevé,0.0259618726034754
48,48065,Fraissinet-de-Fourques,81.0,,,
30,30203,Portes,327.0,19480.0,Très faible,0.04203597640513505
25,25129,Chassagne-Saint-Denis,120.0,21510.0,Faible,0.014552792785252731
55,55454,Saint-Aubin-sur-Aire,173.0,23850.0,Moyen,0.019529083641668207
38,38432,Saint-Nicolas-de-Macherin,955.0,28530.0,Élevé,0.09178321945927126
45,45340,Villemurlin,550.0,20800.0,Très faible,0.06810015876969311
67,67269,Littenheim,302.0,26430.0,Élevé,0.03129811171182881
77,77292,Messy,1213.0,29210.0,Élevé,0.11362223094777985
70,70357,Montbozon,539.0,21370.0,Faible,0.06563680212907774
89,89212,Jussy,358.0,23870.0,Moyen,0.040387118741940446
10,10308,Prunay-Belleville,216.0,23010.0,Moyen,0.025033556705438883
47,47139,Lasserre,96.0,,,
81,81257,Saint-Juéry,6600.0,20770.0,Très faible,0.8179116926467713
50,50199,Genêts,451.0,22670.0,Faible,0.05281883014895242
51,51424,Passavant-en-Argonne,192.0,24500.0,Moyen,0.021226515140275216
31,31300,Lieoux,127.0,21550.0,Faible,0.015383494990427283
39,39312,Marigna-sur-Valouse,108.0,24850.0,Élevé,0.011804409897136275
56,56167,Plougoumelen,2605.0,26200.0,Élevé,0.27211994642100185
54,54236,Grand-Failly,368.0,22680.0,Faible,0.04308509955434485
64,64284,Jurançon,7064.0,22770.0,Faible,0.8247675220747791
69,69095,Grézieu-le-Marché,829.0,22700.0,Faible,0.09699911733848855
03,03277,Target,251.0,21250.0,Très faible,0.030673534638478085
70,70466,Saint-Loup-Nantouard,124.0,21830.0,Faible,0.014895641613211536
70,70528,Velesmes-Échevanne,487.0,23490.0,Moyen,0.055603419364571846
68,68384,Zillisheim,2514.0,29650.0,Élevé,0.23152211402256398
43,43088,Espalem,334.0,20390.0,Très faible,0.04184626958815911
80,80093,Berteaucourt-les-Dames,1089.0,20710.0,Très faible,0.13518965913216718
63,63408,Sauret-Besserve,166.0,21260.0,Très faible,0.02028013192633623
27,27280,Gauciel,835.0,25270.0,Élevé,0.09000839245464551
70,70085,Boult,699.0,22840.0,Moyen,0.08143735099492042
60,60258,Fresnières,159.0,24210.0,Moyen,0.017743502282338626
62,62148,Bois-Bernard,827.0,23900.0,Moyen,0.09320756204409843
70,70203,La Demie,154.0,25190.0,Élevé,0.016644514775151973
15,15180,Saint-Clément,77.0,,,
24,24153,La Dornac,401.0,23070.0,Moyen,0.04638808451453896
31,31265,Lagraulet-Saint-Nicolas,269.0,22000.0,Faible,0.03214999999576996
33,33464,Saint-Pierre-de-Bat,285.0,23480.0,Moyen,0.032550205382149304
91,91412,Mondeville,729.0,28360.0,Élevé,0.07050705504811325
06,06117,Saint-Blaise,1367.0,26960.0,Élevé,0.1390733792463693
76,76617,Saint-Martin-du-Vivier,1672.0,36360.0,Élevé,0.11376157153689277
22,22023,Bulat-Pestivien,412.0,20170.0,Très faible,0.05194367661100194
17,17299,Rochefort,23092.0,20380.0,Très faible,2.8939836587981773
54,54257,Heillecourt,5377.0,27340.0,Élevé,0.5397108755977215
12,12256,Salvagnac-Cajarc,363.0,21000.0,Très faible,0.04468584940416423
43,43182,Saint-Étienne-sur-Blesle,53.0,,,
25,25246,Fontaine-lès-Clerval,264.0,20340.0,Très faible,0.03312341248786463
30,30093,Conqueyrac,108.0,,,
38,38158,Eybens,9974.0,25120.0,Élevé,1.0805053599754029
33,33517,Soussans,1692.0,23100.0,Moyen,0.19555030314783706
25,25026,Arc-sous-Montenot,225.0,22250.0,Faible,0.02668961978628507
18,18002,Ainay-le-Vieil,190.0,19790.0,Très faible,0.024213429615723116
80,80453,Laboissière-en-Santerre,143.0,22840.0,Moyen,0.016660287828717625
07,07159,Mirabel,767.0,23280.0,Moyen,0.08814993241827283
57,57174,Destry,105.0,26630.0,Élevé,0.010806513324165833
32,32304,Panassac,285.0,21870.0,Faible,0.03419508393410349
54,54439,Pulnoy,5144.0,24590.0,Moyen,0.5670341061153085
90,90075,Offemont,4109.0,23320.0,Moyen,0.47165079472322474
60,60662,Le Vauroux,506.0,23130.0,Moyen,0.05842575636520179
60,60219,Escles-Saint-Pierre,173.0,19490.0,Très faible,0.02223301519700874
50,50302,Le Mesnil-Amey,287.0,22630.0,Faible,0.03365313615272737
14,14228,Douvres-la-Délivrande,5097.0,25920.0,Élevé,0.5375519030430742
27,27439,Normanville,1134.0,26720.0,Élevé,0.11634448075396595
39,39304,Le Louverot,231.0,27910.0,Élevé,0.02271438011355317
67,67471,Souffelweyersheim,8120.0,26470.0,Élevé,0.8403610496125727
16,16130,Les Essards,181.0,21620.0,Faible,0.02187908938370497
64,64501,Sallespisse,578.0,22650.0,Faible,0.0677338654484799
75,75116,Paris 16e  Arrondissement,162061.0,41550.0,Élevé,8.011353258981654
44,44172,Sainte-Luce-sur-Loire,15527.0,25940.0,Élevé,1.636432081769781
01,01133,Cressin-Rochefort,389.0,23660.0,Moyen,0.04417716842667202
84,84031,Carpentras,30769.0,18780.0,Très faible,4.032577016705384
74,74263,Sciez,6351.0,31650.0,Élevé,0.539349493431823
80,80151,Buire-sur-l'Ancre,300.0,23830.0,Moyen,0.03388697167183813
14,14246,Escoville,805.0,25090.0,Élevé,0.08729399332739324
07,07181,Le Pouzin,2888.0,19680.0,Très faible,0.36918294462643125
21,21612,Souhey,84.0,,,
47,47018,Auriac-sur-Dropt,173.0,22190.0,Faible,0.020558562169618964
68,68143,Holtzwihr,1856.0,27910.0,Élevé,0.1825016861071631
65,65032,Arrens-Marsous,691.0,21340.0,Faible,0.08422093647076749
24,24290,Montferrand-du-Périgord,154.0,18630.0,Très faible,0.020266007873825178
29,29271,Saint-Vougay,881.0,21880.0,Faible,0.10567322136412556
50,50093,Cametours,430.0,21430.0,Faible,0.05227082408109312
08,08061,La Berlière,37.0,,,
94,94071,Sucy-en-Brie,27622.0,28120.0,Élevé,2.695295234947756
78,78158,Le Chesnay,30924.0,33520.0,Élevé,2.41887548242906
19,19192,Saint-Chamant,492.0,20170.0,Très faible,0.06202982740925475
23,23214,Saint-Martial-le-Mont,267.0,20080.0,Très faible,0.03374867067034659
25,25567,Tournans,113.0,21840.0,Faible,0.013570203243810773
24,24247,Lusignac,162.0,20440.0,Très faible,0.02026765687487976
31,31295,Lespugue,82.0,,,
71,71236,Igé,884.0,25210.0,Élevé,0.09548045906290858
28,28294,Oysonville,520.0,25140.0,Élevé,0.056295462089764714
76,76566,Sainte-Austreberthe,665.0,22700.0,Faible,0.07780990715331108
11,11264,Névian,1280.0,22270.0,Faible,0.15174251095739336
31,31158,Cuguron,169.0,22570.0,Faible,0.019853004805348237
89,89199,Gy-l'Évêque,450.0,21950.0,Faible,0.05386318553424349
40,40080,Cazères-sur-l'Adour,1127.0,21510.0,Faible,0.13667497890816524
88,88057,Le Beulay,91.0,,,
91,91635,Vauhallan,2066.0,37410.0,Élevé,0.13279254931652756
77,77229,La Houssaye-en-Brie,1675.0,28440.0,Élevé,0.1615214456896061
62,62682,Quilen,65.0,,,
28,28132,Donnemain-Saint-Mamès,659.0,22170.0,Faible,0.07835992070071511
62,62851,Vieille-Chapelle,860.0,26780.0,Élevé,0.08804805283137833
25,25443,Palantine,65.0,,,
21,21468,Orain,87.0,,,
79,79164,Maisonnay,254.0,19480.0,Très faible,0.03265179818625169
09,09185,Mazères,3868.0,21990.0,Faible,0.46242936573885973
02,02635,Ramicourt,147.0,22420.0,Faible,0.017347634485689826
26,26169,Malataverne,2218.0,25230.0,Élevé,0.239406203151656
51,51142,Chavot-Courcourt,334.0,29910.0,Élevé,0.03044780073324424
61,61501,Verrières,419.0,21830.0,Faible,0.05033285351560996
21,21153,Châtellenot,159.0,24170.0,Moyen,0.01776630151431079
56,56240,Sarzeau,8977.0,26370.0,Élevé,0.932272389284216
37,37159,Monts,7914.0,25100.0,Élevé,0.8579084283129621
38,38083,Charette,439.0,22710.0,Faible,0.05135050225338646
30,30351,Villeneuve-lès-Avignon,12617.0,27590.0,Élevé,1.255111163011149
14,14410,Méry-Corbon,1080.0,21960.0,Faible,0.1292329296052505
91,91461,Ollainville,5314.0,26790.0,Élevé,0.5438645658628393
08,08135,La Croix-aux-Bois,154.0,19730.0,Très faible,0.019658745311547658
61,61067,Bures,164.0,25840.0,Élevé,0.017343189352412237
54,54523,Thuilley-aux-Groseilles,421.0,26330.0,Élevé,0.04378173080421138
32,32376,Sainte-Gemme,115.0,20200.0,Très faible,0.014486474264578976
38,38217,Marcieu,69.0,,,
24,24234,Les Lèches,377.0,21820.0,Faible,0.0453010701889226
88,88033,Ban-de-Sapt,357.0,21770.0,Faible,0.04296181880158968
31,31571,Vendine,283.0,23820.0,Moyen,0.03197685488503793
21,21416,Mirebeau-sur-Bèze,1962.0,23270.0,Moyen,0.22555946960056023
25,25327,Lanthenans,70.0,,,
68,68263,Ranspach-le-Bas,626.0,36050.0,Élevé,0.0432882134668516
37,37041,Bueil-en-Touraine,323.0,23190.0,Moyen,0.03722601956813915
57,57403,Liéhon,130.0,24200.0,Moyen,0.014511926237378094
48,48188,Serverette,248.0,20910.0,Très faible,0.03060918774950004
17,17029,Bagnizeau,189.0,22050.0,Faible,0.022554785489748
28,28089,Châteauneuf-en-Thymerais,2620.0,21400.0,Faible,0.31876911081990134
62,62552,Maresquel-Ecquemicourt,1048.0,20800.0,Très faible,0.12976175707388793
14,14742,Vicques,71.0,,,
55,55032,Baudrémont,43.0,,,
69,69075,Dième,194.0,23960.0,Moyen,0.02182316673924494
80,80451,Irles,130.0,21310.0,Faible,0.01585872992479051
64,64413,Narcastet,759.0,24070.0,Moyen,0.08508103391213255
50,50117,Champeaux,345.0,22240.0,Faible,0.040936451180213204
54,54394,Murville,242.0,26170.0,Élevé,0.025305498488050294
54,54046,Barisey-au-Plain,393.0,23170.0,Moyen,0.045321754397803005
55,55382,Neuville-sur-Ornain,367.0,21470.0,Faible,0.04455991591058212
76,76220,Douvrend,523.0,20720.0,Très faible,0.06490704746672335
93,93010,Bondy,52905.0,17210.0,Très faible,7.231470613568758
67,67532,Willgottheim,1073.0,26600.0,Élevé,0.11054766848149554
32,32455,Troncens,169.0,18460.0,Très faible,0.022342960549931127
51,51259,Francheville,194.0,25730.0,Élevé,0.020592223299842023
47,47214,Puch-d'Agenais,702.0,22500.0,Faible,0.08264248398303409
21,21634,Thorey-sur-Ouche,135.0,22260.0,Faible,0.01600893241215431
44,44220,Vue,1673.0,23690.0,Moyen,0.18981597367619604
54,54325,Loromontzey,78.0,,,
25,25096,Brey-et-Maison-du-Bois,171.0,32920.0,Élevé,0.013743420050240816
69,69061,Cogny,1204.0,28860.0,Élevé,0.11428982543994601
68,68149,Huningue,7339.0,25540.0,Élevé,0.7840003444376048
17,17358,Saint-Mandé-sur-Brédoire,301.0,20340.0,Très faible,0.037765708935027474
64,64058,Arthez-d'Asson,460.0,21930.0,Faible,0.055093125233874045
55,55058,Boncourt-sur-Meuse,321.0,22930.0,Moyen,0.03729470404684776
53,53260,Simplé,389.0,21750.0,Faible,0.04684062776047705
43,43090,Esplantas,126.0,18300.0,Très faible,0.016730334525688714
63,63471,Youx,877.0,20470.0,Très faible,0.10962627121831853
02,02332,Fresnes-en-Tardenois,274.0,22610.0,Faible,0.03214842269041339
65,65367,Poumarous,160.0,23830.0,Moyen,0.018073051558313666
57,57370,Koenigsmacker,2260.0,27530.0,Élevé,0.2253058819166433
03,03075,Chezelle,158.0,23310.0,Moyen,0.018141664341324245
52,52273,Larivière-Arnoncourt,123.0,22750.0,Faible,0.014369861211740206
18,18035,Brécy,1011.0,22850.0,Moyen,0.11775082771858872
23,23248,Saint-Victor-en-Marche,351.0,23370.0,Moyen,0.04022655622621193
01,01321,Revonnas,896.0,27570.0,Élevé,0.08919633113095764
79,79111,Ensigné,288.0,21250.0,Très faible,0.0351951313780147
35,35184,Montauban-de-Bretagne,6410.0,23640.0,Moyen,0.7284175375862152
55,55464,Saint-Pierrevillers,152.0,25620.0,Élevé,0.01619405070445662
89,89350,Saint-Loup-d'Ordon,254.0,22930.0,Moyen,0.029510451177256477
42,42051,La Chapelle-Villars,538.0,26280.0,Élevé,0.0560455308864472
35,35234,Quédillac,1245.0,22470.0,Faible,0.1467006902329824
25,25342,Longechaux,78.0,,,
69,69028,Brindas,6661.0,29700.0,Élevé,0.6122383871118964
76,76475,Franqueville-Saint-Pierre,6067.0,28970.0,Élevé,0.573518229196902
27,27615,Sassey,196.0,27880.0,Élevé,0.019293885904294965
38,38257,Montrevel,442.0,23280.0,Moyen,0.05079826613934367
80,80785,Vecquemont,540.0,25710.0,Élevé,0.05735727537752507
34,34097,Félines-Minervois,494.0,18210.0,Très faible,0.06575291331203031
63,63010,Arlanc,1792.0,19860.0,Très faible,0.22792119758922413
70,70468,Saint-Marcel,89.0,,,
61,61219,La Lande-Saint-Siméon,161.0,21860.0,Faible,0.019322994357693392
85,85274,Saint-Valérien,541.0,22330.0,Faible,0.0640185585289401
64,64521,Serres-Sainte-Marie,600.0,27040.0,Élevé,0.06086964762380318
62,62056,Audresselles,624.0,22430.0,Faible,0.07361656916718504
91,91692,Les Ulis,25253.0,19950.0,Très faible,3.2037354224381436
24,24553,Tocane-Saint-Apre,1745.0,21440.0,Faible,0.21205974322790863
78,78237,Flins-Neuve-Église,158.0,26740.0,Élevé,0.01619892601192236
31,31217,Génos,76.0,,,
62,62059,Autingues,287.0,28140.0,Élevé,0.02798426485338381
